,time,instant_air_temperature,instant_air_pressure_at_sea_level,instant_relative_humidity,next_6_hours_air_temperature_max,next_6_hours_air_temperature_min,next_6_hours_precipitation_amount
0,2024-05-01T21:00:00Z,15.4,1023.5,68.4,14.7,10.1,0.0
1,2024-05-01T22:00:00Z,14.7,1023.8,69.3,13.6,9.7,0.0
2,2024-05-01T23:00:00Z,13.6,1023.8,73.1,12.8,9.7,0.0
3,2024-05-02T00:00:00Z,12.8,1024.1,81.8,12.1,9.7,0.0
4,2024-05-02T01:00:00Z,12.1,1024.0,81.9,13.0,9.7,0.0
5,2024-05-02T02:00:00Z,11.1,1023.8,81.0,14.5,9.7,0.0
6,2024-05-02T03:00:00Z,10.1,1023.8,78.5,16.3,9.7,0.0
7,2024-05-02T04:00:00Z,9.7,1023.6,75.3,17.9,10.2,0.0
8,2024-05-02T05:00:00Z,10.2,1023.4,68.7,19.1,11.5,0.0
9,2024-05-02T06:00:00Z,11.5,1023.2,62.1,20.0,13.0,0.0
10,2024-05-02T07:00:00Z,13.0,1023.1,58.1,20.6,14.5,0.0
11,2024-05-02T08:00:00Z,14.5,1022.8,57.7,20.8,16.3,0.0
12,2024-05-02T09:00:00Z,16.3,1022.6,55.2,20.8,17.9,0.0
13,2024-05-02T10:00:00Z,17.9,1022.1,49.0,20.8,19.1,0.0
14,2024-05-02T11:00:00Z,19.1,1021.6,42.6,20.8,19.6,0.0
15,2024-05-02T12:00:00Z,20.0,1021.0,37.9,20.8,18.6,0.0
16,2024-05-02T13:00:00Z,20.6,1020.6,35.5,20.8,16.7,0.0
17,2024-05-02T14:00:00Z,20.8,1020.0,35.5,20.7,15.2,0.0
18,2024-05-02T15:00:00Z,20.7,1019.4,35.1,20.3,14.1,0.0
19,2024-05-02T16:00:00Z,20.3,1019.0,35.6,19.6,12.9,0.0
20,2024-05-02T17:00:00Z,19.6,1018.8,39.6,18.6,11.8,0.0
21,2024-05-02T18:00:00Z,18.6,1019.1,46.6,16.7,10.8,0.0
22,2024-05-02T19:00:00Z,16.7,1019.5,57.2,15.2,9.9,0.0
23,2024-05-02T20:00:00Z,15.2,1019.8,61.1,14.1,9.2,0.0
24,2024-05-02T21:00:00Z,14.1,1020.1,67.4,12.9,8.7,0.0
25,2024-05-02T22:00:00Z,12.9,1020.5,73.8,11.8,8.4,0.0
26,2024-05-02T23:00:00Z,11.8,1020.8,74.7,10.8,8.4,0.0
27,2024-05-03T00:00:00Z,10.8,1020.7,76.6,11.0,8.4,0.0
28,2024-05-03T01:00:00Z,9.9,1020.6,77.0,12.6,8.4,0.0
29,2024-05-03T02:00:00Z,9.2,1020.5,75.8,14.2,8.4,0.0
30,2024-05-03T03:00:00Z,8.7,1020.5,77.5,15.8,8.4,0.0
31,2024-05-03T04:00:00Z,8.4,1020.4,79.8,17.3,9.6,0.0
32,2024-05-03T05:00:00Z,9.6,1020.4,70.1,18.8,11.0,0.0
33,2024-05-03T06:00:00Z,11.0,1020.1,62.8,20.0,12.6,0.0
34,2024-05-03T07:00:00Z,12.6,1020.1,58.2,20.7,14.2,0.0
35,2024-05-03T08:00:00Z,14.2,1020.0,54.5,21.1,15.8,0.0
36,2024-05-03T09:00:00Z,15.8,1019.9,50.5,21.2,17.3,0.0
37,2024-05-03T10:00:00Z,17.3,1019.5,46.2,21.2,18.8,0.0
38,2024-05-03T11:00:00Z,18.8,1019.1,42.4,21.2,20.0,0.0
39,2024-05-03T12:00:00Z,20.0,1018.7,40.1,21.2,19.2,0.0
40,2024-05-03T13:00:00Z,20.7,1018.2,38.1,21.2,17.0,0.0
41,2024-05-03T14:00:00Z,21.1,1017.6,36.5,21.2,14.8,0.0
42,2024-05-03T15:00:00Z,21.2,1017.1,37.2,21.0,13.2,0.0
43,2024-05-03T16:00:00Z,21.0,1016.7,40.7,20.5,12.0,0.0
44,2024-05-03T17:00:00Z,20.5,1016.4,46.0,19.2,11.1,0.0
45,2024-05-03T18:00:00Z,19.2,1016.4,62.2,17.0,10.3,0.0
46,2024-05-03T19:00:00Z,17.0,1016.5,71.5,14.8,9.7,0.0
47,2024-05-03T20:00:00Z,14.8,1016.7,74.0,13.2,9.0,0.0
48,2024-05-03T21:00:00Z,13.2,1016.8,78.1,12.0,8.4,0.0
49,2024-05-03T22:00:00Z,12.0,1017.0,82.2,11.1,8.4,0.0
50,2024-05-03T23:00:00Z,11.1,1017.1,84.5,10.3,8.4,0.0
51,2024-05-04T00:00:00Z,10.3,1016.9,85.8,12.5,8.4,0.0
52,2024-05-04T01:00:00Z,9.7,1016.6,85.8,,,
53,2024-05-04T02:00:00Z,9.0,1016.4,86.5,,,
54,2024-05-04T03:00:00Z,8.4,1016.3,88.7,,,
55,2024-05-04T04:00:00Z,8.4,1016.4,88.4,,,
56,2024-05-04T05:00:00Z,10.1,1016.3,83.6,,,
57,2024-05-04T06:00:00Z,12.5,1016.3,72.1,20.1,11.6,0.0
58,2024-05-04T12:00:00Z,20.1,1014.1,54.6,20.1,16.4,0.0
59,2024-05-04T18:00:00Z,16.4,1012.4,73.9,16.4,9.1,0.0
60,2024-05-05T00:00:00Z,9.1,1012.4,90.5,10.1,8.0,0.0
61,2024-05-05T06:00:00Z,10.1,1013.2,82.7,16.5,10.1,0.0
62,2024-05-05T12:00:00Z,16.5,1013.4,66.0,16.5,13.3,0.0
63,2024-05-05T18:00:00Z,13.3,1013.4,69.5,13.3,9.3,0.0
64,2024-05-06T00:00:00Z,9.5,1015.9,79.6,9.6,7.9,0.0
65,2024-05-06T06:00:00Z,9.6,1017.9,76.4,13.9,9.6,0.0
66,2024-05-06T12:00:00Z,13.9,1017.7,60.7,13.9,13.3,0.0
67,2024-05-06T18:00:00Z,13.6,1017.4,72.3,13.6,8.7,0.0
68,2024-05-07T00:00:00Z,8.8,1019.6,76.0,9.8,6.8,0.0
69,2024-05-07T06:00:00Z,9.8,1021.4,77.0,16.4,9.8,0.0
