index,elementId,snow_depth_cm,date,sourceId
488,surface_snow_thickness,31,2/16/2018,SN17850
489,surface_snow_thickness,29,2/17/2018,SN17850
490,surface_snow_thickness,29,2/18/2018,SN17850
491,surface_snow_thickness,29,2/19/2018,SN17850
492,surface_snow_thickness,29,2/20/2018,SN17850
493,surface_snow_thickness,29,2/21/2018,SN17850
494,surface_snow_thickness,29,2/22/2018,SN17850
495,surface_snow_thickness,28,2/23/2018,SN17850
496,surface_snow_thickness,29,2/24/2018,SN17850
497,surface_snow_thickness,33,2/25/2018,SN17850
498,surface_snow_thickness,32,2/26/2018,SN17850
499,surface_snow_thickness,30,2/27/2018,SN17850
500,surface_snow_thickness,28,2/28/2018,SN17850
501,surface_snow_thickness,28,3/1/2018,SN17850
502,surface_snow_thickness,28,3/2/2018,SN17850
503,surface_snow_thickness,27,3/3/2018,SN17850
504,surface_snow_thickness,27,3/4/2018,SN17850
505,surface_snow_thickness,27,3/5/2018,SN17850
506,surface_snow_thickness,29,3/6/2018,SN17850
507,surface_snow_thickness,29,3/7/2018,SN17850
508,surface_snow_thickness,28,3/8/2018,SN17850
509,surface_snow_thickness,31,3/9/2018,SN17850
510,surface_snow_thickness,30,3/10/2018,SN17850
511,surface_snow_thickness,30,3/11/2018,SN17850
512,surface_snow_thickness,40,3/12/2018,SN17850
513,surface_snow_thickness,37,3/13/2018,SN17850
514,surface_snow_thickness,35,3/14/2018,SN17850
515,surface_snow_thickness,35,3/15/2018,SN17850
516,surface_snow_thickness,35,3/16/2018,SN17850
517,surface_snow_thickness,34,3/17/2018,SN17850
518,surface_snow_thickness,34,3/18/2018,SN17850
519,surface_snow_thickness,34,3/19/2018,SN17850
520,surface_snow_thickness,34,3/20/2018,SN17850
521,surface_snow_thickness,33,3/21/2018,SN17850
522,surface_snow_thickness,32,3/22/2018,SN17850
523,surface_snow_thickness,28,3/23/2018,SN17850
524,surface_snow_thickness,27,3/24/2018,SN17850
525,surface_snow_thickness,24,3/25/2018,SN17850
526,surface_snow_thickness,23,3/26/2018,SN17850
527,surface_snow_thickness,24,3/27/2018,SN17850
528,surface_snow_thickness,23,3/28/2018,SN17850
529,surface_snow_thickness,23,3/29/2018,SN17850
530,surface_snow_thickness,23,3/30/2018,SN17850
531,surface_snow_thickness,23,3/31/2018,SN17850
532,surface_snow_thickness,23,4/1/2018,SN17850
