,date,temperature_2m,relative_humidity_2m,precipitation,rain,snowfall
0,2024-05-03 19:00:00+00:00,18.682499,64.0,0.0,0.0,0.0
1,2024-05-03 20:00:00+00:00,15.2825,70.0,0.0,0.0,0.0
2,2024-05-03 21:00:00+00:00,14.0325,76.0,0.0,0.0,0.0
3,2024-05-03 22:00:00+00:00,12.7325,75.0,0.0,0.0,0.0
4,2024-05-03 23:00:00+00:00,12.2325,75.0,0.0,0.0,0.0
5,2024-05-04 00:00:00+00:00,10.0325,82.0,0.0,0.0,0.0
6,2024-05-04 01:00:00+00:00,9.132501,83.0,0.0,0.0,0.0
7,2024-05-04 02:00:00+00:00,8.132501,78.0,0.0,0.0,0.0
8,2024-05-04 03:00:00+00:00,6.9325,84.0,0.0,0.0,0.0
9,2024-05-04 04:00:00+00:00,6.5325,86.0,0.0,0.0,0.0
10,2024-05-04 05:00:00+00:00,7.5325,80.0,0.0,0.0,0.0
11,2024-05-04 06:00:00+00:00,10.2325,68.0,0.0,0.0,0.0
12,2024-05-04 07:00:00+00:00,12.382501,56.0,0.0,0.0,0.0
13,2024-05-04 08:00:00+00:00,14.7325,49.0,0.0,0.0,0.0
14,2024-05-04 09:00:00+00:00,17.4825,44.0,0.0,0.0,0.0
15,2024-05-04 10:00:00+00:00,18.7825,41.0,0.0,0.0,0.0
16,2024-05-04 11:00:00+00:00,20.432499,40.0,0.0,0.0,0.0
17,2024-05-04 12:00:00+00:00,21.4825,38.0,0.0,0.0,0.0
18,2024-05-04 13:00:00+00:00,22.8825,38.0,0.0,0.0,0.0
19,2024-05-04 14:00:00+00:00,23.2325,38.0,0.0,0.0,0.0
20,2024-05-04 15:00:00+00:00,22.9825,38.0,0.0,0.0,0.0
21,2024-05-04 16:00:00+00:00,22.7825,40.0,0.0,0.0,0.0
22,2024-05-04 17:00:00+00:00,21.6325,42.0,0.0,0.0,0.0
23,2024-05-04 18:00:00+00:00,19.6325,55.0,0.0,0.0,0.0
24,2024-05-04 19:00:00+00:00,17.9825,63.0,0.0,0.0,0.0
25,2024-05-04 20:00:00+00:00,15.6825,70.0,0.0,0.0,0.0
26,2024-05-04 21:00:00+00:00,15.0825,73.0,0.0,0.0,0.0
27,2024-05-04 22:00:00+00:00,13.7325,72.0,0.0,0.0,0.0
28,2024-05-04 23:00:00+00:00,12.5825,71.0,0.0,0.0,0.0
29,2024-05-05 00:00:00+00:00,12.132501,74.0,0.0,0.0,0.0
30,2024-05-05 01:00:00+00:00,11.382501,78.0,0.0,0.0,0.0
31,2024-05-05 02:00:00+00:00,10.7325,83.0,0.0,0.0,0.0
32,2024-05-05 03:00:00+00:00,10.0825,88.0,0.0,0.0,0.0
33,2024-05-05 04:00:00+00:00,9.7825,94.0,0.1,0.1,0.0
34,2024-05-05 05:00:00+00:00,9.7825,97.0,1.6,1.6,0.0
35,2024-05-05 06:00:00+00:00,10.0825,97.0,0.3,0.3,0.0
36,2024-05-05 07:00:00+00:00,10.382501,97.0,0.6,0.6,0.0
37,2024-05-05 08:00:00+00:00,10.8325,97.0,0.3,0.3,0.0
38,2024-05-05 09:00:00+00:00,11.132501,96.0,0.1,0.1,0.0
39,2024-05-05 10:00:00+00:00,11.5325,95.0,0.2,0.2,0.0
40,2024-05-05 11:00:00+00:00,12.0325,93.0,0.0,0.0,0.0
41,2024-05-05 12:00:00+00:00,12.4825,91.0,0.0,0.0,0.0
42,2024-05-05 13:00:00+00:00,12.5325,89.0,0.0,0.0,0.0
43,2024-05-05 14:00:00+00:00,12.2825,87.0,0.0,0.0,0.0
44,2024-05-05 15:00:00+00:00,12.4825,87.0,0.0,0.0,0.0
45,2024-05-05 16:00:00+00:00,12.1825,93.0,0.0,0.0,0.0
46,2024-05-05 17:00:00+00:00,11.4325,96.0,0.0,0.0,0.0
47,2024-05-05 18:00:00+00:00,10.9325,94.0,0.0,0.0,0.0
