mean_air_temperature_2m,min_air_temperature_2m,max_air_temperature_2m,relative_humidity,precipitation_mm,global_radiation_w_m2,JT10,JT20,evaporation_mm,month,day,ID,Station
13.0,9.6,17.6,62.1,0.0,21.7,15.2,14.8,3.5,6.0,13.0,11796,Hjelmeland
12.3,9.6,15.9,77.6,15.6,2.2,14.7,14.8,0.5,6.0,14.0,11797,Hjelmeland
12.2,9.3,15.2,70.5,6.4,12.6,14.1,14.1,2.1,6.0,15.0,11798,Hjelmeland
12.6,9.3,16.7,70.0,1.8,13.1,14.8,14.4,2.1,6.0,16.0,11799,Hjelmeland
12.8,10.3,17.2,81.7,4.8,9.1,15.2,14.8,1.5,6.0,17.0,11800,Hjelmeland
11.9,8.4,15.1,84.7,7.4,5.1,14.7,14.6,0.8,6.0,18.0,11801,Hjelmeland
11.2,9.5,13.8,75.3,11.0,8.2,14.1,14.1,1.4,6.0,19.0,11802,Hjelmeland
10.7,9.3,13.1,77.5,5.4,7.0,13.6,13.7,1.1,6.0,20.0,11803,Hjelmeland
10.4,5.6,13.8,65.3,0.2,15.2,13.7,13.6,2.4,6.0,21.0,11804,Hjelmeland
11.4,7.8,14.2,63.7,0.0,14.5,13.5,13.5,2.4,6.0,22.0,11805,Hjelmeland
11.8,9.3,14.5,74.8,0.0,5.5,13.6,13.6,0.9,6.0,23.0,11806,Hjelmeland
13.9,10.1,18.1,73.3,0.0,15.6,14.5,14.0,2.6,6.0,24.0,11807,Hjelmeland
15.2,11.3,19.4,69.6,0.0,20.5,15.8,15.1,3.4,6.0,25.0,11808,Hjelmeland
14.5,8.9,21.3,73.2,0.2,19.5,16.1,15.5,3.2,6.0,26.0,11809,Hjelmeland
15.5,9.9,21.9,73.3,0.0,19.6,16.5,15.8,3.3,6.0,27.0,11810,Hjelmeland
16.0,10.1,22.3,69.8,0.0,22.1,17.1,16.3,3.8,6.0,28.0,11811,Hjelmeland
16.3,9.5,22.2,65.1,0.0,25.0,17.5,16.6,4.3,6.0,29.0,11812,Hjelmeland
14.1,9.1,18.5,76.1,0.0,25.7,17.5,16.8,4.1,6.0,30.0,11813,Hjelmeland
16.1,8.7,23.1,62.3,0.0,24.8,17.4,16.7,4.3,7.0,1.0,11814,Hjelmeland
16.7,9.6,23.0,59.0,0.0,22.5,17.7,16.9,4.0,7.0,2.0,11815,Hjelmeland
16.9,10.2,23.1,62.1,0.0,24.5,17.8,17.0,4.3,7.0,3.0,11816,Hjelmeland
16.3,10.4,22.8,72.8,0.0,24.7,18.1,17.3,4.2,7.0,4.0,11817,Hjelmeland
15.1,11.8,19.8,74.9,0.0,13.2,17.4,17.1,2.1,7.0,5.0,11818,Hjelmeland
15.0,12.1,18.8,60.0,0.0,20.3,17.4,17.0,3.4,7.0,6.0,11819,Hjelmeland
15.1,8.3,20.9,59.9,0.0,25.0,17.1,16.7,4.2,7.0,7.0,11820,Hjelmeland
15.4,9.2,21.5,67.5,0.0,22.7,17.4,16.8,3.7,7.0,8.0,11821,Hjelmeland
15.6,12.0,21.9,58.1,0.0,22.0,17.4,16.9,3.8,7.0,9.0,11822,Hjelmeland
20.1,12.2,27.2,52.0,0.0,21.5,18.0,17.1,4.1,7.0,10.0,11823,Hjelmeland
18.8,12.8,24.0,64.5,0.0,15.1,18.4,17.6,2.8,7.0,11.0,11824,Hjelmeland
16.8,12.1,20.8,71.1,0.0,21.7,18.3,17.6,3.7,7.0,12.0,11825,Hjelmeland
14.0,11.8,16.6,75.8,0.0,6.2,17.1,17.0,1.0,7.0,13.0,11826,Hjelmeland
15.3,11.6,19.7,66.5,0.0,20.0,17.3,16.8,3.2,7.0,14.0,11827,Hjelmeland
15.5,9.8,21.9,74.9,0.0,22.7,17.5,16.9,3.6,7.0,15.0,11828,Hjelmeland
17.1,11.2,22.3,71.6,0.0,23.3,17.7,17.1,3.8,7.0,16.0,11829,Hjelmeland
17.2,11.9,23.3,73.8,9.0,14.2,17.5,17.1,2.3,7.0,17.0,11830,Hjelmeland
16.6,12.6,21.3,75.5,0.2,14.7,17.5,17.1,2.3,7.0,18.0,11831,Hjelmeland
16.1,10.5,21.6,65.9,0.0,23.0,17.3,17.0,3.7,7.0,19.0,11832,Hjelmeland
16.1,10.2,21.9,66.5,0.0,23.7,17.3,16.8,3.8,7.0,20.0,11833,Hjelmeland
16.5,13.4,19.5,74.5,0.4,11.8,17.3,16.9,1.9,7.0,21.0,11834,Hjelmeland
15.8,13.6,19.0,74.2,0.4,11.6,17.3,16.9,1.8,7.0,22.0,11835,Hjelmeland
17.5,14.5,21.6,79.6,0.4,12.4,17.6,17.1,2.1,7.0,23.0,11836,Hjelmeland
18.4,16.8,20.8,82.4,2.0,5.4,17.7,17.3,0.9,7.0,24.0,11837,Hjelmeland
18.1,13.4,21.7,76.6,1.0,14.8,17.9,17.4,2.3,7.0,25.0,11838,Hjelmeland
17.3,10.2,24.7,67.0,0.0,21.3,17.4,17.1,3.4,7.0,26.0,11839,Hjelmeland
22.8,14.1,32.2,54.3,0.0,20.7,18.1,17.3,3.7,7.0,27.0,11840,Hjelmeland
24.2,17.5,30.0,49.1,10.0,13.7,18.6,17.9,2.8,7.0,28.0,11841,Hjelmeland
19.1,11.8,25.3,59.9,8.0,16.2,18.2,17.8,2.7,7.0,29.0,11842,Hjelmeland
21.5,16.7,25.7,57.1,0.0,17.5,18.3,17.7,3.1,7.0,30.0,11843,Hjelmeland
19.2,15.8,23.5,79.0,32.8,3.0,18.0,17.8,0.6,7.0,31.0,11844,Hjelmeland
17.1,11.6,22.2,69.6,0.2,14.0,17.4,17.3,2.2,8.0,1.0,11845,Hjelmeland
16.2,12.8,20.3,80.1,1.8,4.7,16.8,16.8,0.8,8.0,2.0,11846,Hjelmeland
16.1,15.2,17.2,89.1,26.2,2.9,17.0,16.9,0.5,8.0,3.0,11847,Hjelmeland
16.3,14.2,19.3,81.2,0.4,5.5,17.1,16.9,0.9,8.0,4.0,11848,Hjelmeland
14.0,10.1,17.9,72.5,2.4,11.2,16.5,16.6,1.7,8.0,5.0,11849,Hjelmeland
12.9,8.9,15.6,86.0,4.6,4.0,15.6,15.9,0.6,8.0,6.0,11850,Hjelmeland
17.4,14.1,21.8,79.9,0.2,9.0,16.2,16.0,1.4,8.0,7.0,11851,Hjelmeland
16.1,13.1,18.7,84.0,13.0,3.7,16.5,16.4,0.6,8.0,8.0,11852,Hjelmeland
13.9,9.9,18.8,81.9,1.8,6.4,16.0,16.1,1.0,8.0,9.0,11853,Hjelmeland
12.6,10.6,15.0,84.6,32.8,4.1,15.2,15.5,0.5,8.0,10.0,11854,Hjelmeland
13.2,9.3,17.2,72.9,0.4,16.4,14.9,15.1,2.1,8.0,11.0,11855,Hjelmeland
13.2,8.4,19.1,67.6,0.0,21.2,15.2,15.2,3.0,8.0,12.0,11856,Hjelmeland
13.8,6.7,20.7,69.4,0.0,16.8,15.1,15.1,2.3,8.0,13.0,11857,Hjelmeland
14.9,9.1,21.0,67.6,0.0,18.1,15.4,15.2,2.5,8.0,14.0,11858,Hjelmeland
16.2,13.3,19.8,77.9,5.0,6.1,16.0,15.7,0.9,8.0,15.0,11859,Hjelmeland
15.1,12.9,17.2,87.9,52.8,3.0,16.1,16.0,0.5,8.0,16.0,11860,Hjelmeland
13.5,11.5,16.6,80.5,13.0,9.0,15.6,15.6,1.2,8.0,17.0,11861,Hjelmeland
14.3,12.4,15.8,77.6,15.4,3.9,15.2,15.3,0.6,8.0,18.0,11862,Hjelmeland
14.2,11.1,17.6,75.0,2.2,10.8,15.2,15.1,1.4,8.0,19.0,11863,Hjelmeland
12.7,9.3,16.8,71.4,0.2,14.5,15.1,15.1,1.9,8.0,20.0,11864,Hjelmeland
13.0,8.5,17.6,72.7,0.0,17.7,15.2,15.0,2.2,8.0,21.0,11865,Hjelmeland
15.0,9.9,18.3,81.9,21.0,2.3,15.1,15.1,0.4,8.0,22.0,11866,Hjelmeland
12.4,8.5,16.8,80.2,0.0,9.1,14.8,14.9,1.2,8.0,23.0,11867,Hjelmeland
11.2,8.6,14.1,82.6,12.8,8.4,14.6,14.7,1.0,8.0,24.0,11868,Hjelmeland
10.5,6.9,15.8,80.8,4.6,12.2,13.9,14.2,1.5,8.0,25.0,11869,Hjelmeland
10.9,6.9,15.8,72.8,4.4,12.7,13.7,13.8,1.6,8.0,26.0,11870,Hjelmeland
12.8,9.7,15.0,72.5,0.6,2.5,13.4,13.7,0.5,8.0,27.0,11871,Hjelmeland
13.7,10.5,16.9,83.8,5.4,8.3,14.1,14.0,1.1,8.0,28.0,11872,Hjelmeland
13.0,9.0,16.0,83.0,15.0,2.2,13.8,14.0,0.4,8.0,29.0,11873,Hjelmeland
11.8,7.0,17.3,75.3,4.0,17.2,13.6,13.7,2.1,8.0,30.0,11874,Hjelmeland
11.8,6.2,19.2,75.9,0.0,17.5,13.4,13.5,2.2,8.0,31.0,11875,Hjelmeland
12.2,7.4,18.5,76.3,0.2,13.2,13.4,13.5,1.6,9.0,1.0,11876,Hjelmeland
13.9,8.2,19.4,72.3,0.0,8.1,13.7,13.6,1.2,9.0,2.0,11877,Hjelmeland
12.7,6.5,19.0,74.1,0.0,15.2,13.7,13.7,1.9,9.0,3.0,11878,Hjelmeland
13.7,9.0,20.5,77.4,0.0,15.4,13.8,13.7,1.9,9.0,4.0,11879,Hjelmeland
14.0,10.3,18.1,81.0,0.0,9.9,14.0,13.9,1.2,9.0,5.0,11880,Hjelmeland
13.9,13.1,15.2,88.6,10.8,1.6,14.2,14.1,0.2,9.0,6.0,11881,Hjelmeland
16.0,12.1,19.1,68.1,0.2,2.7,14.1,14.1,0.6,9.0,7.0,11882,Hjelmeland
13.6,10.0,18.6,70.4,11.8,11.0,14.0,14.0,1.3,9.0,8.0,11883,Hjelmeland
11.8,7.5,17.3,84.6,9.4,4.3,13.3,13.5,0.5,9.0,9.0,11884,Hjelmeland
11.9,10.7,14.0,86.0,37.0,4.2,13.3,13.4,0.5,9.0,10.0,11885,Hjelmeland
11.9,10.2,14.4,83.0,37.2,3.2,12.8,13.1,0.4,9.0,11.0,11886,Hjelmeland
10.9,8.8,13.2,79.7,22.8,6.1,12.4,12.8,0.7,9.0,12.0,11887,Hjelmeland
10.4,8.6,14.1,83.2,30.6,5.6,12.0,12.4,0.6,9.0,13.0,11888,Hjelmeland
10.4,7.5,13.3,84.5,23.8,4.0,11.8,12.1,0.5,9.0,14.0,11889,Hjelmeland
9.4,7.1,12.6,83.9,10.2,8.2,11.6,11.9,0.8,9.0,15.0,11890,Hjelmeland
10.1,6.4,14.0,86.6,17.6,1.6,11.2,11.6,0.2,9.0,16.0,11891,Hjelmeland
11.1,8.2,15.0,83.7,5.8,4.5,11.6,11.7,0.5,9.0,17.0,11892,Hjelmeland
17.3,11.0,23.9,70.7,7.2,10.2,12.5,12.3,1.7,9.0,18.0,11893,Hjelmeland
15.5,12.0,18.8,67.7,10.8,6.3,13.3,13.1,1.2,9.0,19.0,11894,Hjelmeland
11.0,8.7,13.5,72.0,20.6,5.7,12.3,12.5,0.9,9.0,20.0,11895,Hjelmeland
11.1,8.4,16.6,78.7,40.6,3.8,11.7,12.0,0.6,9.0,21.0,11896,Hjelmeland
9.2,7.5,11.4,76.8,18.0,5.2,11.0,11.5,0.7,9.0,22.0,11897,Hjelmeland
7.9,6.4,9.9,76.2,5.2,5.5,10.6,11.1,0.6,9.0,23.0,11898,Hjelmeland
6.1,3.1,9.9,75.6,3.2,7.6,9.8,10.4,0.7,9.0,24.0,11899,Hjelmeland
7.6,2.1,11.7,82.1,6.8,2.4,9.3,9.9,0.3,9.0,25.0,11900,Hjelmeland
11.1,9.3,12.4,84.6,91.0,1.5,10.3,10.4,0.2,9.0,26.0,11901,Hjelmeland
9.4,7.2,12.2,82.8,22.6,0.8,10.4,10.6,0.2,9.0,27.0,11902,Hjelmeland
6.7,4.8,9.9,78.7,3.4,5.3,9.7,10.1,0.5,9.0,28.0,11903,Hjelmeland
8.6,6.5,10.8,83.8,27.0,2.6,9.4,9.8,0.3,9.0,29.0,11904,Hjelmeland
8.3,5.0,11.8,82.3,26.2,4.6,9.6,9.9,0.5,9.0,30.0,11905,Hjelmeland
0.7,-2.5,6.0,72.8,0.2,6.9,2.5,3.1,0.6,3.0,1.0,11906,Hjelmeland
1.9,-2.0,4.8,79.6,5.4,1.2,1.8,2.4,0.2,3.0,2.0,11907,Hjelmeland
6.0,4.7,7.0,80.1,11.0,1.3,3.0,3.0,0.3,3.0,3.0,11908,Hjelmeland
5.2,3.4,8.1,73.3,0.4,2.0,3.6,3.6,0.3,3.0,4.0,11909,Hjelmeland
3.4,2.1,5.5,84.8,13.8,2.1,3.7,3.7,0.2,3.0,5.0,11910,Hjelmeland
4.9,1.9,7.2,64.5,2.8,3.3,3.7,3.8,0.5,3.0,6.0,11911,Hjelmeland
6.9,4.0,9.8,75.0,9.6,2.7,4.4,4.2,0.4,3.0,7.0,11912,Hjelmeland
2.6,0.3,5.3,71.7,1.8,5.5,4.2,4.3,0.6,3.0,8.0,11913,Hjelmeland
2.3,0.4,3.6,88.4,14.0,1.7,3.5,3.8,0.2,3.0,9.0,11914,Hjelmeland
0.6,-2.1,4.3,64.1,0.0,9.8,3.0,3.4,0.9,3.0,10.0,11915,Hjelmeland
0.4,-3.3,4.1,69.0,0.4,6.8,2.4,2.8,0.6,3.0,11.0,11916,Hjelmeland
3.3,0.5,5.4,73.8,0.0,1.1,2.4,2.7,0.3,3.0,12.0,11917,Hjelmeland
3.9,0.6,6.4,79.9,0.0,5.5,3.3,3.2,0.5,3.0,14.0,11918,Hjelmeland
2.8,0.7,4.2,85.8,14.2,2.3,3.5,3.6,0.2,3.0,15.0,11919,Hjelmeland
4.1,2.7,6.6,82.6,8.0,3.4,3.9,3.9,0.4,3.0,16.0,11920,Hjelmeland
3.7,0.6,5.3,69.0,4.8,2.3,3.7,3.9,0.4,3.0,17.0,11921,Hjelmeland
3.5,-0.9,7.4,58.8,0.0,9.2,3.1,3.4,1.0,3.0,18.0,11922,Hjelmeland
2.3,-2.9,6.7,66.3,2.4,10.1,2.7,3.0,0.9,3.0,19.0,11923,Hjelmeland
6.6,4.7,9.4,81.4,10.2,7.1,4.3,3.8,0.7,3.0,20.0,11924,Hjelmeland
6.9,1.0,9.6,84.0,21.2,4.0,5.5,5.0,0.5,3.0,21.0,11925,Hjelmeland
6.5,0.5,10.9,71.4,14.6,3.3,5.0,4.9,0.5,3.0,22.0,11926,Hjelmeland
5.0,2.0,6.9,73.7,7.0,3.5,5.2,5.2,0.6,3.0,23.0,11927,Hjelmeland
4.2,1.6,6.3,80.5,14.0,4.0,4.5,4.7,0.5,3.0,24.0,11928,Hjelmeland
4.1,0.3,8.1,75.5,2.0,12.1,4.8,4.6,1.1,3.0,25.0,11929,Hjelmeland
4.1,2.6,6.5,77.6,5.8,3.4,4.8,4.8,0.4,3.0,26.0,11930,Hjelmeland
6.7,5.5,8.9,86.0,1.6,5.6,5.9,5.4,0.6,3.0,27.0,11931,Hjelmeland
7.1,6.3,8.1,89.0,5.0,1.6,6.4,6.1,0.2,3.0,28.0,11932,Hjelmeland
7.2,6.4,8.3,81.0,2.8,2.2,6.4,6.2,0.4,3.0,29.0,11933,Hjelmeland
5.1,1.8,6.9,84.0,13.4,3.1,6.3,6.2,0.4,3.0,30.0,11934,Hjelmeland
2.0,-1.2,4.4,63.5,0.2,11.6,5.5,5.6,1.1,3.0,31.0,11935,Hjelmeland
2.2,-2.1,7.5,58.9,0.0,14.8,4.9,5.1,1.4,4.0,1.0,11936,Hjelmeland
5.5,0.6,8.6,49.2,0.0,6.0,5.0,5.0,1.0,4.0,2.0,11937,Hjelmeland
8.2,6.2,10.9,47.3,0.2,3.4,4.9,5.0,0.9,4.0,3.0,11938,Hjelmeland
10.5,4.3,16.2,50.9,0.0,11.0,5.9,5.5,1.5,4.0,4.0,11939,Hjelmeland
11.0,4.7,16.2,48.7,0.0,11.0,6.7,6.2,1.7,4.0,5.0,11940,Hjelmeland
10.9,5.3,16.5,56.1,0.0,14.8,7.8,7.0,1.9,4.0,6.0,11941,Hjelmeland
5.0,2.0,8.4,83.0,0.0,12.0,7.5,7.1,1.1,4.0,7.0,11942,Hjelmeland
6.9,2.4,11.0,44.4,0.0,17.2,7.4,7.0,2.0,4.0,8.0,11943,Hjelmeland
3.5,-0.3,6.0,50.9,0.0,7.8,6.1,6.4,0.9,4.0,9.0,11944,Hjelmeland
3.8,-1.3,7.6,43.7,0.0,16.5,5.7,5.8,1.8,4.0,10.0,11945,Hjelmeland
4.3,-0.6,8.1,49.6,0.0,17.8,6.3,6.1,1.9,4.0,11.0,11946,Hjelmeland
3.2,-2.6,9.6,47.5,0.0,18.3,5.9,5.9,2.0,4.0,12.0,11947,Hjelmeland
6.2,0.0,10.8,29.1,0.0,18.5,5.9,5.8,2.5,4.0,13.0,11948,Hjelmeland
4.9,-1.3,11.5,46.7,0.0,18.6,5.9,5.8,2.2,4.0,14.0,11949,Hjelmeland
4.8,-1.6,12.5,59.1,0.0,18.8,6.1,5.9,2.1,4.0,15.0,11950,Hjelmeland
6.0,-0.5,12.1,50.6,0.0,14.8,6.1,6.0,1.9,4.0,16.0,11951,Hjelmeland
9.3,2.6,14.4,40.8,0.0,17.8,6.7,6.4,2.5,4.0,17.0,11952,Hjelmeland
10.0,2.7,17.8,41.2,0.0,18.2,7.4,6.9,2.6,4.0,18.0,11953,Hjelmeland
15.0,9.6,17.8,48.3,0.8,5.8,10.0,9.5,1.4,4.0,25.0,11954,Hjelmeland
13.2,9.2,19.1,62.1,0.2,5.4,9.7,9.3,1.0,4.0,26.0,11955,Hjelmeland
9.3,8.5,10.1,89.8,18.6,3.0,9.9,9.6,0.3,4.0,27.0,11956,Hjelmeland
9.2,8.0,10.8,90.5,9.2,3.1,9.8,9.6,0.4,4.0,28.0,11957,Hjelmeland
12.5,6.6,20.0,67.4,0.0,17.6,10.5,9.9,2.6,4.0,29.0,11958,Hjelmeland
9.9,5.6,15.1,80.4,0.0,17.0,11.2,10.6,2.1,4.0,30.0,11959,Hjelmeland
8.6,7.4,11.0,81.5,0.2,4.4,11.0,10.7,0.6,5.0,1.0,11960,Hjelmeland
6.9,4.5,9.2,60.2,1.0,13.9,10.1,10.1,1.9,5.0,2.0,11961,Hjelmeland
4.3,0.2,8.1,60.4,1.6,13.1,9.0,9.2,1.6,5.0,3.0,11962,Hjelmeland
5.3,-0.8,10.4,52.8,0.0,16.2,8.5,8.7,2.1,5.0,4.0,11963,Hjelmeland
4.8,2.6,7.6,70.6,6.2,7.6,8.2,8.5,1.0,5.0,5.0,11964,Hjelmeland
5.0,-0.2,9.6,64.4,0.0,15.3,8.3,8.4,1.9,5.0,6.0,11965,Hjelmeland
4.7,-0.2,8.9,60.0,0.4,16.6,8.2,8.3,2.1,5.0,7.0,11966,Hjelmeland
4.3,-0.3,9.0,70.4,1.8,14.4,8.1,8.1,1.7,5.0,8.0,11967,Hjelmeland
6.0,1.1,8.4,75.0,7.0,4.6,8.1,8.2,0.7,5.0,9.0,11968,Hjelmeland
6.8,4.6,9.5,82.8,15.8,4.5,8.3,8.3,0.6,5.0,10.0,11969,Hjelmeland
7.6,4.8,10.7,60.4,0.0,19.6,8.9,8.6,2.6,5.0,11.0,11970,Hjelmeland
7.1,1.4,10.9,57.8,0.6,21.3,9.4,9.1,2.8,5.0,12.0,11971,Hjelmeland
6.9,1.2,11.7,63.7,0.6,20.9,10.0,9.5,2.7,5.0,13.0,11972,Hjelmeland
8.3,2.7,13.4,65.8,0.4,14.8,10.4,9.9,2.0,5.0,14.0,11973,Hjelmeland
10.2,5.7,16.2,69.6,0.0,20.6,11.6,10.8,2.8,5.0,15.0,11974,Hjelmeland
11.7,4.2,18.9,58.7,0.0,19.2,11.7,11.2,2.9,5.0,16.0,11975,Hjelmeland
15.1,6.7,22.7,44.8,0.0,18.3,12.1,11.5,3.2,5.0,17.0,11976,Hjelmeland
13.9,10.7,19.7,60.9,4.0,11.3,12.8,12.2,1.9,5.0,18.0,11977,Hjelmeland
14.2,8.2,20.2,67.2,0.0,18.0,13.1,12.4,2.8,5.0,19.0,11978,Hjelmeland
15.4,9.2,21.7,65.3,0.0,15.5,13.6,12.9,2.5,5.0,20.0,11979,Hjelmeland
13.3,9.1,19.9,75.7,5.0,9.9,13.6,13.1,1.6,5.0,21.0,11980,Hjelmeland
9.9,8.2,11.0,90.0,9.8,2.2,12.9,12.8,0.3,5.0,22.0,11981,Hjelmeland
8.4,5.1,11.2,83.2,27.0,5.3,11.6,11.7,0.7,5.0,23.0,11982,Hjelmeland
10.3,6.6,15.7,76.3,2.6,15.3,11.8,11.5,2.2,5.0,24.0,11983,Hjelmeland
9.7,8.3,11.5,78.9,2.4,4.6,12.3,12.1,0.7,5.0,25.0,11984,Hjelmeland
9.3,6.2,13.6,67.1,0.6,19.1,12.6,12.0,2.6,5.0,26.0,11985,Hjelmeland
9.5,6.1,13.6,65.8,0.0,16.5,13.0,12.5,2.4,5.0,27.0,11986,Hjelmeland
6.6,2.1,10.3,61.3,0.0,16.9,12.2,12.1,2.3,5.0,28.0,11987,Hjelmeland
6.9,2.5,11.6,68.6,7.4,13.0,11.5,11.5,1.7,5.0,29.0,11988,Hjelmeland
8.5,5.2,11.9,79.7,7.4,7.9,11.2,11.3,1.1,5.0,30.0,11989,Hjelmeland
8.8,3.7,13.4,67.0,2.6,15.4,11.3,11.2,2.2,5.0,31.0,11990,Hjelmeland
10.1,8.1,11.7,83.8,18.8,4.4,11.8,11.7,0.7,6.0,1.0,11991,Hjelmeland
12.5,9.1,17.6,79.4,7.2,7.0,12.2,11.8,1.1,6.0,2.0,11992,Hjelmeland
15.0,11.9,18.2,67.5,3.4,9.7,13.5,12.8,1.8,6.0,3.0,11993,Hjelmeland
13.9,9.4,18.6,58.3,0.0,13.6,13.7,13.1,2.4,6.0,4.0,11994,Hjelmeland
15.7,9.3,20.2,58.5,1.6,13.0,14.1,13.4,2.4,6.0,5.0,11995,Hjelmeland
16.9,9.5,26.3,70.5,6.4,12.9,15.3,14.3,2.4,6.0,6.0,11996,Hjelmeland
13.8,8.2,18.8,65.8,0.0,21.3,15.9,15.0,3.5,6.0,7.0,11997,Hjelmeland
13.0,8.1,18.0,70.2,1.4,6.3,15.0,14.7,1.1,6.0,8.0,11998,Hjelmeland
11.1,10.1,12.8,83.5,11.6,3.2,14.0,14.0,0.5,6.0,9.0,11999,Hjelmeland
11.9,7.5,15.5,71.3,0.0,16.7,14.0,13.6,2.5,6.0,10.0,12000,Hjelmeland
14.0,5.5,21.8,61.5,0.2,18.0,14.8,14.2,3.2,6.0,11.0,12001,Hjelmeland
14.6,11.8,16.9,65.5,2.4,4.7,15.0,14.6,0.9,6.0,12.0,12002,Hjelmeland
14.3,10.8,19.6,69.5,5.4,12.9,15.1,14.5,2.1,6.0,13.0,12003,Hjelmeland
15.6,10.2,19.6,57.9,0.2,11.8,15.4,14.8,2.3,6.0,14.0,12004,Hjelmeland
15.6,8.0,23.8,68.4,1.2,14.8,15.5,14.9,2.5,6.0,15.0,12005,Hjelmeland
13.7,9.9,16.5,85.2,5.8,11.3,15.9,15.3,1.7,6.0,16.0,12006,Hjelmeland
13.2,7.0,19.6,72.0,2.0,9.9,15.2,15.0,1.8,6.0,17.0,12007,Hjelmeland
14.1,10.2,18.5,74.9,8.6,13.3,15.2,14.8,2.2,6.0,18.0,12008,Hjelmeland
12.6,7.8,17.4,76.6,2.2,11.0,15.2,14.8,1.8,6.0,19.0,12009,Hjelmeland
12.5,11.0,14.2,84.8,2.4,4.6,14.9,14.7,0.7,6.0,20.0,12010,Hjelmeland
11.5,8.6,15.1,75.8,7.6,13.1,14.5,14.4,2.1,6.0,21.0,12011,Hjelmeland
12.2,9.3,15.6,67.7,3.2,15.5,14.9,14.4,2.6,6.0,22.0,12012,Hjelmeland
13.1,9.2,17.2,74.8,0.4,14.9,15.3,14.8,2.4,6.0,23.0,12013,Hjelmeland
13.7,8.7,18.4,75.1,6.2,7.8,15.3,15.0,1.3,6.0,24.0,12014,Hjelmeland
14.9,10.9,19.0,76.2,5.4,6.8,15.3,15.0,1.1,6.0,25.0,12015,Hjelmeland
14.6,10.8,17.7,76.6,0.6,11.7,16.2,15.6,2.0,6.0,26.0,12016,Hjelmeland
14.5,10.4,19.7,58.4,0.0,21.4,16.5,15.8,3.7,6.0,27.0,12017,Hjelmeland
14.1,8.7,19.8,72.6,0.0,19.8,16.7,16.0,3.3,6.0,28.0,12018,Hjelmeland
13.1,10.4,16.9,82.3,0.0,11.5,16.8,16.3,1.9,6.0,29.0,12019,Hjelmeland
14.3,10.9,21.4,80.2,0.2,4.3,16.1,16.0,0.8,6.0,30.0,12020,Hjelmeland
12.4,9.6,13.8,85.3,20.6,3.4,15.0,15.2,0.6,7.0,1.0,12021,Hjelmeland
10.0,7.5,13.7,68.4,3.2,13.8,14.1,14.4,2.1,7.0,2.0,12022,Hjelmeland
9.4,7.4,12.3,72.2,3.6,11.0,13.8,14.0,1.8,7.0,3.0,12023,Hjelmeland
10.8,7.0,14.8,78.8,8.8,8.8,13.6,13.8,1.3,7.0,4.0,12024,Hjelmeland
10.7,5.2,16.3,71.8,0.0,19.3,14.0,13.8,3.0,7.0,5.0,12025,Hjelmeland
11.3,7.9,16.8,75.7,11.4,10.9,14.0,14.0,1.6,7.0,6.0,12026,Hjelmeland
11.9,11.1,13.9,73.8,0.0,4.6,14.0,14.0,0.8,7.0,7.0,12027,Hjelmeland
12.6,9.7,15.5,74.2,0.0,9.3,14.2,14.0,1.6,7.0,8.0,12028,Hjelmeland
13.7,10.3,17.9,73.0,0.0,16.8,15.0,14.5,2.8,7.0,9.0,12029,Hjelmeland
14.6,11.3,18.9,70.8,0.0,18.1,15.9,15.3,3.0,7.0,10.0,12030,Hjelmeland
14.3,9.1,19.2,74.9,0.0,20.2,16.2,15.7,3.1,7.0,11.0,12031,Hjelmeland
13.9,9.9,19.8,79.5,0.2,14.3,16.4,15.9,2.2,7.0,12.0,12032,Hjelmeland
14.0,10.6,19.1,79.4,0.0,8.9,16.2,16.0,1.4,7.0,13.0,12033,Hjelmeland
14.0,10.4,18.1,71.2,0.0,15.2,16.2,15.9,2.4,7.0,14.0,12034,Hjelmeland
14.5,8.7,20.5,68.4,0.0,18.9,16.6,16.2,3.0,7.0,15.0,12035,Hjelmeland
14.9,10.3,19.4,71.4,0.0,20.4,17.1,16.6,3.3,7.0,16.0,12036,Hjelmeland
14.0,9.5,18.6,75.9,0.0,16.6,17.3,16.9,2.6,7.0,17.0,12037,Hjelmeland
15.3,11.1,18.6,72.9,1.2,4.8,16.9,16.8,0.9,7.0,18.0,12038,Hjelmeland
15.2,11.3,18.8,76.1,9.4,15.7,16.8,16.4,2.5,7.0,19.0,12039,Hjelmeland
14.2,9.8,16.8,82.3,12.4,3.5,16.2,16.2,0.6,7.0,20.0,12040,Hjelmeland
14.2,10.4,16.2,86.4,9.2,5.4,16.0,15.9,0.9,7.0,21.0,12041,Hjelmeland
14.6,9.5,18.7,83.3,2.8,4.5,15.6,15.6,0.7,7.0,22.0,12042,Hjelmeland
16.9,14.2,21.1,85.2,0.8,14.3,17.1,16.4,2.1,7.0,23.0,12043,Hjelmeland
17.5,12.4,23.4,80.7,0.0,16.9,18.0,17.2,2.6,7.0,24.0,12044,Hjelmeland
20.2,16.8,24.1,73.1,0.0,18.6,19.0,18.1,3.2,7.0,25.0,12045,Hjelmeland
22.7,15.0,32.3,63.9,0.0,18.1,19.6,18.6,3.3,7.0,26.0,12046,Hjelmeland
23.6,17.0,29.5,54.1,0.0,17.7,20.1,19.2,3.4,7.0,27.0,12047,Hjelmeland
