mean_air_temperature_2m,min_air_temperature_2m,max_air_temperature_2m,relative_humidity,precipitation_mm,global_radiation_w_m2,JT10,JT20,evaporation_mm,month,day,ID,Station
8.3,5.2,11.1,77.1,0.0,5.3,11.0,11.2,0.7,9.0,29.0,15389,Honefoss
8.4,5.5,13.0,82.2,1.2,7.6,10.8,10.9,0.8,9.0,30.0,15390,Honefoss
-21.2,-26.9,-13.5,70.9,0.0,7.8,-1.0,-0.5,0.0,3.0,1.0,15391,Ilseng
-17.6,-25.6,-11.5,68.4,0.0,5.0,-1.3,-0.6,0.0,3.0,2.0,15392,Ilseng
-9.9,-14.1,-4.8,71.9,0.0,5.0,-1.4,-0.7,0.0,3.0,3.0,15393,Ilseng
-8.4,-11.9,-4.1,78.5,0.0,6.2,-1.2,-0.7,0.0,3.0,4.0,15394,Ilseng
-6.5,-8.9,-4.8,82.9,0.0,4.0,-1.1,-0.6,0.0,3.0,5.0,15395,Ilseng
-6.3,-9.4,-4.0,86.3,0.0,2.6,-1.0,-0.5,0.0,3.0,6.0,15396,Ilseng
-3.2,-4.6,-2.2,89.1,0.0,2.3,-0.8,-0.5,0.0,3.0,7.0,15397,Ilseng
-2.7,-4.0,-1.2,79.7,0.0,4.6,-0.7,-0.4,0.0,3.0,8.0,15398,Ilseng
-5.4,-12.9,-1.5,79.8,0.0,7.3,-0.6,-0.3,0.0,3.0,9.0,15399,Ilseng
-8.7,-13.8,-1.6,83.4,0.0,7.3,-0.6,-0.3,0.0,3.0,10.0,15400,Ilseng
-5.9,-9.3,-3.5,82.4,0.0,6.0,-0.6,-0.3,0.0,3.0,11.0,15401,Ilseng
-2.2,-3.9,-0.3,93.6,0.0,3.7,-0.6,-0.3,0.0,3.0,12.0,15402,Ilseng
-2.0,-10.6,1.1,68.5,0.0,6.5,-0.5,-0.3,0.0,3.0,13.0,15403,Ilseng
-8.4,-16.8,0.5,71.3,0.0,9.3,-0.5,-0.2,0.0,3.0,14.0,15404,Ilseng
-5.7,-9.9,-1.5,69.9,0.0,7.3,-0.5,-0.2,0.0,3.0,15.0,15405,Ilseng
-11.7,-20.5,-5.0,66.9,0.0,10.7,-0.6,-0.2,0.0,3.0,16.0,15406,Ilseng
-16.3,-24.7,-3.2,67.1,0.0,11.2,-0.6,-0.2,0.0,3.0,17.0,15407,Ilseng
-14.2,-24.0,-5.1,64.0,0.0,11.1,-0.7,-0.3,0.0,3.0,18.0,15408,Ilseng
-2.6,-11.0,3.9,58.0,0.0,9.7,-0.7,-0.3,0.0,3.0,19.0,15409,Ilseng
-0.7,-6.0,4.7,56.1,0.0,8.8,-0.6,-0.4,0.0,3.0,20.0,15410,Ilseng
-0.6,-4.8,4.8,69.6,0.0,7.8,-0.5,-0.3,0.0,3.0,21.0,15411,Ilseng
-0.9,-7.4,10.0,76.1,0.0,10.5,-0.5,-0.3,0.0,3.0,22.0,15412,Ilseng
0.3,-1.7,1.8,75.0,0.0,9.1,-0.5,-0.3,1.4,3.0,23.0,15413,Ilseng
2.8,-1.3,7.5,75.2,0.0,10.3,-0.4,-0.3,1.4,3.0,24.0,15414,Ilseng
2.0,-6.1,10.8,61.8,0.0,11.7,-0.4,-0.2,1.4,3.0,25.0,15415,Ilseng
-2.5,-12.5,3.2,57.4,0.0,12.0,-0.3,-0.2,0.0,3.0,26.0,15416,Ilseng
-9.4,-17.2,-0.3,53.6,0.0,12.9,-0.4,-0.1,0.0,3.0,27.0,15417,Ilseng
-9.8,-19.3,1.5,53.0,0.0,13.1,-0.5,-0.2,0.0,3.0,28.0,15418,Ilseng
-9.1,-17.9,0.6,58.1,0.0,13.4,-0.7,-0.3,0.0,3.0,29.0,15419,Ilseng
-9.0,-17.6,1.3,58.2,0.0,13.8,-0.9,-0.4,0.0,3.0,30.0,15420,Ilseng
-8.3,-17.0,4.1,59.1,0.0,14.2,-1.0,-0.5,0.0,3.0,31.0,15421,Ilseng
-7.8,-17.0,1.8,56.7,0.0,14.4,-1.1,-0.6,0.0,4.0,1.0,15422,Ilseng
-7.0,-16.7,2.7,57.9,0.0,14.8,-1.1,-0.6,0.0,4.0,2.0,15423,Ilseng
-6.4,-14.5,-0.6,69.4,0.0,9.8,-1.1,-0.6,0.0,4.0,3.0,15424,Ilseng
0.8,-1.7,3.8,92.5,0.0,6.5,-1.0,-0.6,0.9,4.0,4.0,15425,Ilseng
1.5,0.0,3.0,94.4,0.0,5.5,-0.7,-0.5,0.7,4.0,5.0,15426,Ilseng
1.7,-2.4,6.9,60.6,0.0,16.3,-0.4,-0.3,2.3,4.0,6.0,15427,Ilseng
1.1,-3.3,4.6,67.7,0.0,6.0,-0.3,-0.2,0.9,4.0,7.0,15428,Ilseng
-0.2,-4.2,3.2,92.5,0.0,5.6,-0.3,-0.1,0.0,4.0,8.0,15429,Ilseng
0.8,-0.5,2.8,92.7,0.0,5.1,-0.3,-0.1,0.7,4.0,9.0,15430,Ilseng
2.5,-1.6,7.5,60.6,0.0,18.1,-0.3,-0.1,2.4,4.0,10.0,15431,Ilseng
0.7,-5.3,9.5,60.3,0.4,17.7,-0.3,0.0,1.7,4.0,11.0,15432,Ilseng
0.2,-7.7,9.8,59.2,0.0,18.7,-0.3,0.0,1.8,4.0,12.0,15433,Ilseng
1.7,-6.5,10.4,53.3,0.0,17.8,-0.3,0.0,1.8,4.0,13.0,15434,Ilseng
3.8,-2.4,13.0,55.9,0.0,17.5,-0.3,0.0,2.4,4.0,14.0,15435,Ilseng
4.4,-2.8,15.4,62.8,0.0,15.4,-0.3,0.0,2.0,4.0,15.0,15436,Ilseng
5.6,1.9,10.4,64.2,0.0,11.7,-0.3,0.0,1.9,4.0,16.0,15437,Ilseng
5.1,1.8,12.8,85.0,0.0,12.9,-0.3,0.0,2.0,4.0,17.0,15438,Ilseng
7.7,2.9,15.8,79.7,2.6,19.1,-0.3,0.0,3.0,4.0,18.0,15439,Ilseng
7.2,0.5,16.1,75.5,0.0,16.5,-0.3,0.0,2.5,4.0,19.0,15440,Ilseng
6.2,2.5,11.6,88.7,0.0,11.3,-0.3,0.0,1.6,4.0,20.0,15441,Ilseng
7.9,-0.3,13.9,55.2,0.0,20.4,0.2,0.0,2.8,4.0,21.0,15442,Ilseng
6.9,-1.1,13.8,57.4,0.0,20.1,0.9,0.1,3.0,4.0,22.0,15443,Ilseng
5.9,2.1,7.3,81.4,2.0,3.6,1.3,0.5,0.7,4.0,23.0,15444,Ilseng
5.9,-0.7,11.7,75.2,0.6,19.3,1.6,0.9,2.8,4.0,24.0,15445,Ilseng
5.4,-0.3,12.1,65.4,0.2,15.6,1.9,1.3,2.1,4.0,25.0,15446,Ilseng
6.1,-1.2,12.9,62.2,0.0,21.1,2.6,1.7,2.7,4.0,26.0,15447,Ilseng
5.8,2.0,10.7,76.4,0.2,14.4,3.3,2.5,2.2,4.0,27.0,15448,Ilseng
3.9,-0.1,9.6,83.4,0.0,13.2,3.2,2.9,1.6,4.0,28.0,15449,Ilseng
5.2,-2.3,12.1,70.4,0.0,24.0,3.7,3.3,3.2,4.0,29.0,15450,Ilseng
6.9,1.3,11.6,68.1,0.2,14.5,4.5,4.3,2.5,4.0,30.0,15451,Ilseng
4.3,2.2,7.5,79.8,3.2,3.6,3.9,4.2,0.7,5.0,1.0,15452,Ilseng
6.6,3.3,11.6,76.7,0.0,9.9,4.2,4.2,1.6,5.0,2.0,15453,Ilseng
7.0,2.7,11.6,71.0,1.0,7.2,4.4,4.7,1.4,5.0,3.0,15454,Ilseng
6.9,-0.2,14.0,72.3,0.2,19.9,5.0,4.9,2.8,5.0,4.0,15455,Ilseng
12.3,4.1,21.1,66.5,0.0,22.6,7.0,6.4,4.4,5.0,5.0,15456,Ilseng
14.3,8.7,20.0,63.2,0.0,22.2,8.7,8.2,4.4,5.0,6.0,15457,Ilseng
14.7,7.1,20.7,54.9,0.0,23.3,9.5,9.2,4.5,5.0,7.0,15458,Ilseng
15.4,8.5,22.1,57.2,0.0,23.7,10.1,10.1,4.9,5.0,8.0,15459,Ilseng
16.9,6.3,23.9,46.5,0.0,26.2,10.0,10.4,5.2,5.0,9.0,15460,Ilseng
17.8,12.3,23.5,46.3,1.0,23.0,10.5,10.9,5.2,5.0,10.0,15461,Ilseng
11.7,9.4,15.3,91.2,17.2,3.4,10.6,11.4,0.7,5.0,11.0,15462,Ilseng
11.3,6.7,17.7,84.4,0.6,12.2,10.2,11.0,2.2,5.0,12.0,15463,Ilseng
16.2,8.8,23.0,72.4,0.0,21.1,11.5,11.9,4.6,5.0,13.0,15464,Ilseng
18.7,11.0,25.7,56.8,0.0,26.6,12.8,13.1,5.5,5.0,14.0,15465,Ilseng
17.5,7.6,26.4,53.8,0.0,26.8,13.1,13.7,4.8,5.0,15.0,15466,Ilseng
15.1,7.4,26.4,54.0,0.0,26.3,13.0,14.0,5.0,5.0,16.0,15467,Ilseng
11.5,6.7,17.5,46.4,0.0,21.6,12.0,13.5,4.4,5.0,17.0,15468,Ilseng
12.5,5.3,19.9,43.0,0.0,28.2,11.7,13.1,4.6,5.0,18.0,15469,Ilseng
14.5,3.7,22.8,45.5,0.0,27.1,11.7,13.1,5.0,5.0,19.0,15470,Ilseng
15.8,6.2,23.7,45.6,0.0,25.1,11.8,13.1,4.9,5.0,20.0,15471,Ilseng
16.7,6.9,23.5,49.8,0.0,26.5,12.1,13.2,5.1,5.0,21.0,15472,Ilseng
16.6,8.0,24.8,40.9,0.0,25.8,12.6,13.5,5.2,5.0,22.0,15473,Ilseng
17.2,10.0,25.0,46.1,0.4,27.8,13.2,14.0,5.3,5.0,23.0,15474,Ilseng
19.2,8.9,26.8,40.0,0.0,28.7,13.5,14.3,5.8,5.0,24.0,15475,Ilseng
19.6,9.1,27.9,39.8,0.0,28.4,13.9,14.6,6.0,5.0,25.0,15476,Ilseng
20.1,12.6,27.1,38.5,0.0,27.6,14.5,15.0,5.9,5.0,26.0,15477,Ilseng
21.3,13.4,27.6,38.1,0.0,27.9,15.0,15.4,6.0,5.0,27.0,15478,Ilseng
20.4,14.3,25.5,33.8,0.0,23.4,15.4,15.9,5.8,5.0,28.0,15479,Ilseng
19.9,12.3,27.1,51.6,0.2,28.3,15.5,16.0,6.5,5.0,29.0,15480,Ilseng
22.8,15.2,29.6,39.0,0.0,28.5,16.5,16.6,6.6,5.0,30.0,15481,Ilseng
22.0,14.2,28.1,42.9,0.0,28.5,16.7,17.1,6.3,5.0,31.0,15482,Ilseng
20.7,12.1,27.3,46.2,0.0,23.9,16.6,17.2,5.1,6.0,1.0,15483,Ilseng
21.2,12.3,28.4,54.9,0.0,26.2,16.9,17.3,5.7,6.0,2.0,15484,Ilseng
22.9,14.3,29.9,41.9,0.0,28.1,17.7,17.8,6.3,6.0,3.0,15485,Ilseng
16.7,8.2,21.3,37.2,0.0,31.2,17.5,18.0,6.8,6.0,4.0,15486,Ilseng
11.0,5.9,16.6,35.6,0.0,29.1,15.8,17.0,5.5,6.0,5.0,15487,Ilseng
12.0,1.8,20.7,45.7,0.0,29.7,15.4,16.4,5.2,6.0,6.0,15488,Ilseng
18.0,9.7,26.6,44.1,0.0,30.2,16.3,16.7,6.2,6.0,7.0,15489,Ilseng
18.5,8.9,26.2,42.2,0.0,30.6,17.1,17.2,6.5,6.0,8.0,15490,Ilseng
21.0,12.5,27.7,38.3,0.0,27.4,17.7,17.7,6.3,6.0,9.0,15491,Ilseng
20.5,14.6,26.8,58.0,0.0,22.3,18.2,18.1,5.5,6.0,10.0,15492,Ilseng
14.6,12.6,18.4,81.0,19.2,8.4,17.0,18.0,1.8,6.0,11.0,15493,Ilseng
15.1,8.4,21.2,47.7,0.0,30.4,16.6,17.1,6.0,6.0,12.0,15494,Ilseng
13.2,9.3,17.6,60.7,0.2,22.4,16.7,17.3,4.8,6.0,13.0,15495,Ilseng
13.2,12.1,14.7,79.6,5.0,4.6,15.2,16.6,1.2,6.0,14.0,15496,Ilseng
14.5,10.8,19.2,52.9,0.0,25.5,14.3,15.3,5.8,6.0,15.0,15497,Ilseng
15.1,9.4,20.7,55.7,0.0,29.4,15.7,15.6,6.1,6.0,16.0,15498,Ilseng
12.4,9.6,17.6,84.8,23.8,12.8,15.7,16.1,2.4,6.0,17.0,15499,Ilseng
13.2,9.0,16.4,82.8,0.0,11.5,15.1,15.8,2.4,6.0,18.0,15500,Ilseng
14.5,11.0,18.4,49.8,1.8,27.6,14.8,15.5,6.5,6.0,19.0,15501,Ilseng
12.0,8.0,16.2,51.9,0.0,18.6,13.8,14.8,3.6,6.0,20.0,15502,Ilseng
9.6,5.6,13.7,74.6,1.4,10.2,13.3,14.3,1.7,6.0,21.0,15503,Ilseng
11.0,8.1,13.1,49.7,1.0,7.0,12.3,13.4,1.9,6.0,22.0,15504,Ilseng
14.6,7.6,20.5,44.6,0.0,25.3,12.9,13.1,5.5,6.0,23.0,15505,Ilseng
15.3,6.2,21.9,58.7,0.0,24.3,14.4,14.2,4.7,6.0,24.0,15506,Ilseng
20.7,14.8,27.4,52.8,0.0,29.3,16.4,15.7,7.1,6.0,25.0,15507,Ilseng
22.5,16.4,28.8,47.3,0.0,29.4,17.7,17.1,7.3,6.0,26.0,15508,Ilseng
21.7,12.8,28.4,42.9,0.0,28.2,18.0,17.6,6.3,6.0,27.0,15509,Ilseng
18.5,11.9,24.0,52.5,0.0,18.3,17.4,17.7,4.3,6.0,28.0,15510,Ilseng
14.4,7.8,19.2,41.8,0.0,32.0,16.3,16.7,6.6,6.0,29.0,15511,Ilseng
14.1,4.1,22.9,48.0,0.0,31.7,16.2,16.4,6.1,6.0,30.0,15512,Ilseng
17.6,5.7,26.2,45.2,0.0,31.0,17.1,16.8,6.4,7.0,1.0,15513,Ilseng
19.7,11.6,27.1,41.7,0.0,30.4,17.9,17.4,6.6,7.0,2.0,15514,Ilseng
20.8,11.3,27.5,43.2,0.0,29.9,18.6,18.0,7.0,7.0,3.0,15515,Ilseng
20.4,13.2,27.9,45.4,0.0,30.2,18.9,18.3,6.4,7.0,4.0,15516,Ilseng
21.7,16.3,28.5,40.8,0.0,29.0,19.4,18.7,6.7,7.0,5.0,15517,Ilseng
19.8,15.3,23.9,45.3,0.0,22.3,19.4,19.0,5.8,7.0,6.0,15518,Ilseng
17.4,12.6,21.9,43.1,0.0,27.7,18.8,18.6,6.4,7.0,7.0,15519,Ilseng
18.6,7.7,27.7,46.3,0.0,26.7,18.6,18.4,5.7,7.0,8.0,15520,Ilseng
15.9,11.2,20.2,66.0,17.2,9.8,17.6,18.2,2.4,7.0,9.0,15521,Ilseng
19.2,10.1,27.1,61.4,0.0,27.4,17.8,17.5,5.9,7.0,10.0,15522,Ilseng
21.2,15.6,27.4,56.6,0.0,23.1,19.4,18.7,5.7,7.0,11.0,15523,Ilseng
19.4,14.5,26.7,66.8,0.0,20.6,19.4,19.0,4.8,7.0,12.0,15524,Ilseng
20.5,13.2,28.3,59.8,5.4,28.7,19.8,19.2,6.6,7.0,13.0,15525,Ilseng
20.6,13.0,28.0,57.1,0.0,25.4,19.9,19.5,5.5,7.0,14.0,15526,Ilseng
21.4,14.5,29.8,52.1,0.0,27.6,20.0,19.5,6.0,7.0,15.0,15527,Ilseng
21.0,11.2,28.5,52.6,0.0,29.0,19.8,19.6,6.0,7.0,16.0,15528,Ilseng
21.5,11.9,30.9,54.5,0.8,20.8,19.6,19.3,4.5,7.0,17.0,15529,Ilseng
21.7,16.4,26.0,61.0,0.2,14.3,19.7,19.5,3.4,7.0,18.0,15530,Ilseng
21.5,12.3,28.5,60.3,0.0,27.9,19.7,19.3,5.7,7.0,19.0,15531,Ilseng
22.5,14.7,29.4,53.0,0.0,25.6,20.5,19.8,5.9,7.0,20.0,15532,Ilseng
20.7,11.0,27.9,48.2,0.0,27.7,20.0,19.8,6.3,7.0,21.0,15533,Ilseng
20.6,12.3,27.8,56.8,0.0,26.1,19.7,19.5,5.1,7.0,22.0,15534,Ilseng
21.7,13.6,29.4,50.5,0.0,24.1,19.6,19.4,4.9,7.0,23.0,15535,Ilseng
22.5,12.4,29.7,53.2,0.0,21.0,19.5,19.4,5.3,7.0,24.0,15536,Ilseng
23.6,17.9,29.3,55.8,0.0,22.7,19.9,19.5,5.5,7.0,25.0,15537,Ilseng
22.5,15.5,30.0,54.1,0.0,23.2,19.9,19.5,5.2,7.0,26.0,15538,Ilseng
25.3,17.1,33.3,45.5,1.6,24.7,20.4,19.7,6.0,7.0,27.0,15539,Ilseng
22.9,19.6,27.0,65.0,5.4,12.3,20.2,20.0,3.5,7.0,28.0,15540,Ilseng
22.0,17.9,26.6,63.7,19.4,21.7,20.4,19.9,5.1,7.0,29.0,15541,Ilseng
19.0,11.1,26.7,57.9,0.0,17.6,19.1,19.3,3.8,7.0,30.0,15542,Ilseng
22.0,15.4,29.0,63.4,0.4,14.4,19.9,19.5,3.7,7.0,31.0,15543,Ilseng
21.0,16.6,26.8,65.7,2.6,17.8,20.0,19.7,4.2,8.0,1.0,15544,Ilseng
18.3,11.7,24.1,68.1,0.0,15.6,19.3,19.4,2.8,8.0,2.0,15545,Ilseng
16.5,11.2,22.2,76.9,1.4,10.4,18.4,18.8,2.1,8.0,3.0,15546,Ilseng
18.5,11.6,24.7,68.8,0.0,23.0,18.4,18.4,5.2,8.0,4.0,15547,Ilseng
17.7,12.4,22.4,51.6,0.0,24.2,18.1,18.4,5.2,8.0,5.0,15548,Ilseng
14.7,7.3,20.3,54.2,0.0,17.6,16.8,17.4,3.4,8.0,6.0,15549,Ilseng
17.5,8.8,25.0,64.1,0.0,20.5,16.8,17.0,4.2,8.0,7.0,15550,Ilseng
17.6,13.3,20.7,80.6,3.6,6.3,17.0,17.2,1.4,8.0,8.0,15551,Ilseng
19.8,13.4,24.8,58.5,0.0,20.2,17.8,17.4,4.8,8.0,9.0,15552,Ilseng
14.6,11.8,19.6,77.6,9.8,4.7,16.4,17.0,1.3,8.0,10.0,15553,Ilseng
14.3,7.8,19.2,66.8,2.6,18.4,15.1,15.8,3.8,8.0,11.0,15554,Ilseng
11.5,7.8,14.8,82.5,10.6,9.3,15.1,15.7,1.6,8.0,12.0,15555,Ilseng
13.0,5.5,21.2,67.2,0.0,22.9,14.8,15.2,3.9,8.0,13.0,15556,Ilseng
13.6,7.1,20.5,64.8,0.0,15.3,14.9,15.3,2.5,8.0,14.0,15557,Ilseng
14.2,7.4,18.4,73.1,0.0,14.7,14.5,15.0,2.6,8.0,15.0,15558,Ilseng
17.2,15.5,18.8,80.3,0.2,3.6,15.3,15.4,1.1,8.0,16.0,15559,Ilseng
15.2,11.5,19.5,75.1,17.0,15.0,15.2,15.4,3.2,8.0,17.0,15560,Ilseng
13.1,8.9,16.8,83.5,5.8,4.7,14.2,14.8,0.9,8.0,18.0,15561,Ilseng
15.0,7.1,21.6,56.5,0.0,20.4,14.0,14.4,3.3,8.0,19.0,15562,Ilseng
10.9,5.9,16.8,71.8,0.6,10.5,13.9,14.3,1.6,8.0,20.0,15563,Ilseng
11.4,3.0,19.0,65.2,0.0,18.1,13.5,14.0,2.9,8.0,21.0,15564,Ilseng
13.8,8.1,17.6,82.0,2.6,2.8,13.5,13.9,0.7,8.0,22.0,15565,Ilseng
14.3,7.7,17.9,67.4,0.2,11.7,14.0,14.1,2.3,8.0,23.0,15566,Ilseng
13.2,7.4,18.6,77.4,7.2,11.4,14.0,14.3,2.3,8.0,24.0,15567,Ilseng
11.3,6.5,17.4,67.4,0.2,15.2,13.0,13.6,2.7,8.0,25.0,15568,Ilseng
10.5,5.7,15.8,74.5,1.6,14.3,13.1,13.4,2.7,8.0,26.0,15569,Ilseng
10.8,6.1,15.8,77.5,0.6,7.1,12.7,13.2,1.2,8.0,27.0,15570,Ilseng
13.5,10.4,18.4,73.2,0.0,12.7,13.4,13.4,2.4,8.0,28.0,15571,Ilseng
13.1,8.4,17.0,79.8,0.2,6.7,13.3,13.6,1.3,8.0,29.0,15572,Ilseng
13.8,7.9,18.4,80.0,8.0,10.0,14.0,13.9,1.9,8.0,30.0,15573,Ilseng
11.6,4.6,19.3,66.7,0.0,14.0,13.1,13.5,2.3,8.0,31.0,15574,Ilseng
11.5,3.8,19.9,68.2,0.0,13.0,12.7,13.1,2.1,9.0,1.0,15575,Ilseng
14.8,7.7,21.6,65.2,0.0,13.4,13.1,13.3,2.5,9.0,2.0,15576,Ilseng
14.4,8.5,22.3,70.1,0.0,11.5,13.3,13.4,1.8,9.0,3.0,15577,Ilseng
13.1,5.9,21.1,77.0,0.0,11.9,13.2,13.4,2.0,9.0,4.0,15578,Ilseng
14.4,7.1,21.6,74.9,0.0,10.2,13.2,13.4,1.9,9.0,5.0,15579,Ilseng
14.1,12.1,16.8,78.5,0.0,5.2,13.4,13.5,1.2,9.0,6.0,15580,Ilseng
14.4,11.5,16.6,71.5,0.0,6.0,13.3,13.5,1.5,9.0,7.0,15581,Ilseng
14.4,12.1,15.9,78.7,6.4,5.3,13.5,13.6,1.3,9.0,8.0,15582,Ilseng
12.7,10.9,14.2,86.8,12.2,3.1,13.1,13.5,0.7,9.0,9.0,15583,Ilseng
13.9,11.5,17.0,80.6,21.2,8.6,13.3,13.5,1.9,9.0,10.0,15584,Ilseng
10.7,9.3,11.8,89.9,17.0,2.8,12.6,13.1,0.4,9.0,11.0,15585,Ilseng
11.5,4.4,16.1,59.5,0.0,9.2,11.6,12.3,1.7,9.0,12.0,15586,Ilseng
10.8,4.1,15.1,63.1,0.0,7.2,11.0,11.7,1.4,9.0,13.0,15587,Ilseng
11.5,5.5,15.6,67.6,0.0,8.4,11.2,11.6,1.8,9.0,14.0,15588,Ilseng
10.2,2.9,13.7,62.4,0.0,8.3,10.9,11.5,1.4,9.0,15.0,15589,Ilseng
7.5,0.4,13.0,76.4,3.4,6.1,10.0,10.8,0.9,9.0,16.0,15590,Ilseng
11.1,7.6,14.5,73.3,0.0,6.7,10.4,10.9,1.5,9.0,17.0,15591,Ilseng
14.8,9.7,19.8,76.7,1.0,8.8,11.4,11.4,2.0,9.0,18.0,15592,Ilseng
16.7,13.3,20.9,71.3,0.0,7.8,12.6,12.4,2.2,9.0,19.0,15593,Ilseng
12.9,6.5,16.7,55.0,0.0,7.8,11.9,12.3,2.3,9.0,20.0,15594,Ilseng
9.7,6.5,15.1,81.3,13.2,2.3,10.6,11.3,0.6,9.0,21.0,15595,Ilseng
10.7,7.8,14.8,59.8,1.2,6.7,10.3,10.9,1.7,9.0,22.0,15596,Ilseng
8.2,2.8,12.8,60.5,0.0,7.1,9.8,10.5,1.4,9.0,23.0,15597,Ilseng
5.9,0.9,11.3,52.2,0.0,7.6,8.4,9.5,1.2,9.0,24.0,15598,Ilseng
5.5,-3.0,11.5,67.6,0.0,5.1,7.6,8.7,0.9,9.0,25.0,15599,Ilseng
12.0,9.0,17.4,49.7,0.0,7.1,8.7,9.1,2.1,9.0,26.0,15600,Ilseng
5.2,1.0,9.3,82.4,7.6,1.7,8.1,8.9,0.3,9.0,27.0,15601,Ilseng
4.7,-0.7,9.9,64.6,0.0,6.9,7.2,8.2,0.9,9.0,28.0,15602,Ilseng
5.5,-0.8,12.3,72.4,0.0,4.0,6.8,7.6,0.7,9.0,29.0,15603,Ilseng
8.4,1.3,14.3,63.8,0.0,6.5,7.2,7.8,1.0,9.0,30.0,15604,Ilseng
16.2,10.6,20.8,60.2,0.2,19.8,16.0,16.6,4.1,7.0,1.0,15605,Ilseng
12.6,9.1,16.7,49.3,1.0,21.6,15.6,16.2,4.4,7.0,2.0,15606,Ilseng
10.8,5.4,14.9,50.5,0.0,19.8,14.6,15.4,3.7,7.0,3.0,15607,Ilseng
9.2,5.7,14.1,68.7,4.6,15.2,14.0,14.8,2.8,7.0,4.0,15608,Ilseng
12.9,6.0,18.6,50.9,0.0,21.4,13.5,14.1,4.2,7.0,5.0,15609,Ilseng
12.4,6.8,17.5,64.5,0.0,18.0,14.2,14.4,3.5,7.0,6.0,15610,Ilseng
13.9,9.9,19.2,58.0,0.0,18.7,14.7,14.7,4.1,7.0,7.0,15611,Ilseng
13.2,7.6,16.0,59.7,0.2,14.8,14.5,14.8,3.0,7.0,8.0,15612,Ilseng
15.8,11.2,21.7,59.2,0.2,22.1,15.0,14.9,4.9,7.0,9.0,15613,Ilseng
16.8,7.2,24.8,58.8,0.0,27.2,15.5,15.4,5.4,7.0,10.0,15614,Ilseng
18.0,9.6,26.0,59.1,0.0,24.0,16.4,16.0,4.9,7.0,11.0,15615,Ilseng
18.1,11.8,25.8,64.3,0.2,23.0,16.9,16.6,5.1,7.0,12.0,15616,Ilseng
18.4,11.1,25.5,60.9,0.0,28.3,17.2,16.8,5.5,7.0,13.0,15617,Ilseng
17.8,12.6,24.5,63.0,0.0,22.8,17.4,17.1,4.8,7.0,14.0,15618,Ilseng
14.8,10.8,19.1,58.0,0.2,18.5,16.8,16.9,4.1,7.0,15.0,15619,Ilseng
15.0,9.8,20.6,56.1,0.0,24.1,16.2,16.4,5.0,7.0,16.0,15620,Ilseng
16.2,8.2,23.5,62.4,0.0,21.8,16.4,16.3,4.5,7.0,17.0,15621,Ilseng
16.7,11.3,20.8,62.9,0.0,24.3,16.5,16.5,5.3,7.0,18.0,15622,Ilseng
15.0,10.4,19.1,79.0,4.0,9.3,15.8,16.1,1.7,7.0,19.0,15623,Ilseng
16.9,13.6,21.4,76.3,1.0,17.2,16.3,16.2,3.8,7.0,20.0,15624,Ilseng
16.0,14.5,18.3,82.4,4.6,6.0,16.1,16.3,1.4,7.0,21.0,15625,Ilseng
16.6,12.4,21.9,77.8,0.8,19.6,16.7,16.4,4.2,7.0,22.0,15626,Ilseng
19.0,14.0,26.5,74.4,0.2,23.2,17.6,17.0,5.2,7.0,23.0,15627,Ilseng
21.6,13.8,27.9,69.7,0.0,25.7,18.6,17.9,5.9,7.0,24.0,15628,Ilseng
21.7,13.8,29.7,64.7,0.0,23.7,18.7,18.2,5.0,7.0,25.0,15629,Ilseng
23.0,13.3,30.7,63.6,0.0,24.0,19.2,18.6,5.4,7.0,26.0,15630,Ilseng
24.4,18.8,30.4,55.9,0.0,25.8,19.8,19.1,6.4,7.0,27.0,15631,Ilseng
23.3,14.3,30.6,57.2,0.0,25.1,19.6,19.1,5.9,7.0,28.0,15632,Ilseng
23.4,17.7,29.3,60.5,0.0,20.6,19.9,19.4,5.1,7.0,29.0,15633,Ilseng
13.2,10.3,20.3,80.9,7.6,7.6,18.0,18.7,1.6,7.0,30.0,15634,Ilseng
13.1,10.2,17.4,70.9,0.0,11.8,16.6,17.4,2.4,7.0,31.0,15635,Ilseng
15.9,10.2,22.6,67.8,0.0,21.7,16.8,17.1,4.3,8.0,1.0,15636,Ilseng
18.3,8.9,26.3,58.9,0.0,25.3,17.1,17.2,5.2,8.0,2.0,15637,Ilseng
18.6,11.1,25.0,56.8,0.0,24.0,17.4,17.4,4.8,8.0,3.0,15638,Ilseng
17.5,11.1,23.1,65.0,7.4,23.1,17.5,17.4,5.0,8.0,4.0,15639,Ilseng
16.4,13.9,21.7,77.4,0.2,12.7,17.4,17.4,2.6,8.0,5.0,15640,Ilseng
15.0,8.8,20.1,71.8,0.0,13.8,16.8,17.1,2.5,8.0,6.0,15641,Ilseng
16.6,14.0,20.3,74.1,0.0,14.4,17.0,17.1,3.2,8.0,7.0,15642,Ilseng
15.2,10.8,18.4,85.1,12.4,8.1,16.8,17.0,1.7,8.0,8.0,15643,Ilseng
15.8,8.6,22.9,76.8,0.0,15.7,16.7,16.8,3.4,8.0,9.0,15644,Ilseng
15.1,14.0,16.6,86.1,13.8,3.4,16.5,16.9,0.8,8.0,10.0,15645,Ilseng
16.3,14.5,20.5,87.6,7.0,10.0,16.5,16.7,2.1,8.0,11.0,15646,Ilseng
