,date,temperature_2m,relative_humidity_2m,precipitation,rain,snowfall
0,2024-05-06 10:00:00+00:00,11.9825,62.0,0.0,0.0,0.0
1,2024-05-06 11:00:00+00:00,12.5325,58.0,0.0,0.0,0.0
2,2024-05-06 12:00:00+00:00,13.1825,55.0,0.0,0.0,0.0
3,2024-05-06 13:00:00+00:00,13.8325,53.0,0.0,0.0,0.0
4,2024-05-06 14:00:00+00:00,14.2825,56.0,0.0,0.0,0.0
5,2024-05-06 15:00:00+00:00,15.1825,54.0,0.0,0.0,0.0
6,2024-05-06 16:00:00+00:00,13.6825,53.0,0.0,0.0,0.0
7,2024-05-06 17:00:00+00:00,14.8325,51.0,0.0,0.0,0.0
8,2024-05-06 18:00:00+00:00,11.7325,60.0,0.0,0.0,0.0
9,2024-05-06 19:00:00+00:00,10.9825,66.0,0.0,0.0,0.0
10,2024-05-06 20:00:00+00:00,10.2825,68.0,0.0,0.0,0.0
11,2024-05-06 21:00:00+00:00,9.9825,64.0,0.0,0.0,0.0
12,2024-05-06 22:00:00+00:00,9.382501,61.0,0.0,0.0,0.0
13,2024-05-06 23:00:00+00:00,9.5325,62.0,0.0,0.0,0.0
14,2024-05-07 00:00:00+00:00,9.132501,65.0,0.0,0.0,0.0
15,2024-05-07 01:00:00+00:00,8.1825,67.0,0.0,0.0,0.0
16,2024-05-07 02:00:00+00:00,8.2825,69.0,0.0,0.0,0.0
17,2024-05-07 03:00:00+00:00,8.1825,71.0,0.0,0.0,0.0
18,2024-05-07 04:00:00+00:00,8.0825,75.0,0.0,0.0,0.0
19,2024-05-07 05:00:00+00:00,8.4825,72.0,0.0,0.0,0.0
20,2024-05-07 06:00:00+00:00,9.0825,63.0,0.0,0.0,0.0
21,2024-05-07 07:00:00+00:00,9.632501,64.0,0.0,0.0,0.0
22,2024-05-07 08:00:00+00:00,11.9325,66.0,0.0,0.0,0.0
23,2024-05-07 09:00:00+00:00,12.7325,68.0,0.0,0.0,0.0
24,2024-05-07 10:00:00+00:00,13.6825,69.0,0.0,0.0,0.0
25,2024-05-07 11:00:00+00:00,14.382501,67.0,0.0,0.0,0.0
26,2024-05-07 12:00:00+00:00,14.9825,65.0,0.0,0.0,0.0
27,2024-05-07 13:00:00+00:00,15.0825,63.0,0.0,0.0,0.0
28,2024-05-07 14:00:00+00:00,14.8325,62.0,0.0,0.0,0.0
29,2024-05-07 15:00:00+00:00,14.2825,63.0,0.0,0.0,0.0
30,2024-05-07 16:00:00+00:00,13.7325,60.0,0.0,0.0,0.0
31,2024-05-07 17:00:00+00:00,12.9825,60.0,0.0,0.0,0.0
32,2024-05-07 18:00:00+00:00,12.3325,63.0,0.0,0.0,0.0
33,2024-05-07 19:00:00+00:00,11.7825,65.0,0.0,0.0,0.0
34,2024-05-07 20:00:00+00:00,11.132501,76.0,0.0,0.0,0.0
35,2024-05-07 21:00:00+00:00,10.5325,84.0,0.0,0.0,0.0
36,2024-05-07 22:00:00+00:00,9.9825,89.0,0.0,0.0,0.0
37,2024-05-07 23:00:00+00:00,9.3325,94.0,0.0,0.0,0.0
38,2024-05-08 00:00:00+00:00,8.9825,96.0,0.0,0.0,0.0
39,2024-05-08 01:00:00+00:00,8.6825,98.0,0.0,0.0,0.0
40,2024-05-08 02:00:00+00:00,8.7325,98.0,0.0,0.0,0.0
41,2024-05-08 03:00:00+00:00,8.7825,99.0,0.0,0.0,0.0
42,2024-05-08 04:00:00+00:00,8.8325,99.0,0.0,0.0,0.0
43,2024-05-08 05:00:00+00:00,9.4325,98.0,0.0,0.0,0.0
44,2024-05-08 06:00:00+00:00,10.5325,87.0,0.0,0.0,0.0
45,2024-05-08 07:00:00+00:00,11.9825,77.0,0.0,0.0,0.0
46,2024-05-08 08:00:00+00:00,13.4325,70.0,0.0,0.0,0.0
47,2024-05-08 09:00:00+00:00,14.7325,64.0,0.0,0.0,0.0
