,time,instant_air_temperature,instant_air_pressure_at_sea_level,instant_relative_humidity,next_6_hours_air_temperature_max,next_6_hours_air_temperature_min,next_6_hours_precipitation_amount
0,2024-05-03T21:00:00Z,14.0,1016.4,78.1,13.2,10.1,0.0
1,2024-05-03T22:00:00Z,13.2,1016.4,76.6,12.6,9.6,0.0
2,2024-05-03T23:00:00Z,12.6,1016.5,76.3,12.1,9.6,0.0
3,2024-05-04T00:00:00Z,12.1,1016.4,79.8,13.5,9.6,0.0
4,2024-05-04T01:00:00Z,11.6,1016.2,79.9,15.3,9.6,0.0
5,2024-05-04T02:00:00Z,10.9,1016.3,77.4,17.2,9.6,0.0
6,2024-05-04T03:00:00Z,10.1,1016.2,76.8,18.9,9.6,0.0
7,2024-05-04T04:00:00Z,9.6,1016.0,79.5,20.2,11.2,0.0
8,2024-05-04T05:00:00Z,11.2,1016.0,75.2,21.3,13.5,0.0
9,2024-05-04T06:00:00Z,13.5,1015.7,62.3,22.2,15.3,0.0
10,2024-05-04T07:00:00Z,15.3,1015.5,57.3,22.5,17.2,0.0
11,2024-05-04T08:00:00Z,17.2,1015.5,52.6,22.6,18.9,0.0
12,2024-05-04T09:00:00Z,18.9,1015.2,48.9,22.6,20.2,0.0
13,2024-05-04T10:00:00Z,20.2,1014.8,47.4,22.6,21.0,0.0
14,2024-05-04T11:00:00Z,21.3,1014.2,46.2,22.6,20.3,0.0
15,2024-05-04T12:00:00Z,22.2,1013.8,44.5,22.6,19.0,0.0
16,2024-05-04T13:00:00Z,22.5,1013.3,43.8,22.6,17.6,0.0
17,2024-05-04T14:00:00Z,22.6,1012.8,44.5,22.1,16.4,0.0
18,2024-05-04T15:00:00Z,22.1,1012.5,47.3,21.0,15.7,0.0
19,2024-05-04T16:00:00Z,21.0,1012.1,52.4,20.3,14.3,0.0
20,2024-05-04T17:00:00Z,20.3,1011.5,56.8,19.0,13.6,0.0
21,2024-05-04T18:00:00Z,19.0,1011.0,64.4,17.6,13.2,0.0
22,2024-05-04T19:00:00Z,17.6,1011.1,76.6,16.4,12.8,0.0
23,2024-05-04T20:00:00Z,16.4,1011.4,72.7,15.7,12.1,0.0
24,2024-05-04T21:00:00Z,15.7,1011.6,75.2,14.3,11.9,0.6
25,2024-05-04T22:00:00Z,14.3,1012.1,76.3,13.6,11.5,0.6
26,2024-05-04T23:00:00Z,13.6,1011.6,78.6,13.2,11.4,0.5
27,2024-05-05T00:00:00Z,13.2,1011.4,77.5,12.8,11.2,0.6
28,2024-05-05T01:00:00Z,12.8,1010.8,81.3,12.1,11.2,0.7
29,2024-05-05T02:00:00Z,12.1,1010.5,84.9,11.9,11.2,0.9
30,2024-05-05T03:00:00Z,11.9,1010.2,90.0,11.8,11.2,0.9
31,2024-05-05T04:00:00Z,11.5,1010.2,96.1,11.9,11.2,0.8
32,2024-05-05T05:00:00Z,11.4,1010.2,96.8,12.2,11.2,0.7
33,2024-05-05T06:00:00Z,11.2,1010.1,96.1,12.7,11.3,0.0
34,2024-05-05T07:00:00Z,11.3,1010.0,96.3,13.2,11.4,0.0
35,2024-05-05T08:00:00Z,11.4,1009.7,96.2,13.3,11.8,0.0
36,2024-05-05T09:00:00Z,11.8,1009.5,96.1,13.4,11.9,0.0
37,2024-05-05T10:00:00Z,11.9,1009.4,95.5,13.4,12.2,0.0
38,2024-05-05T11:00:00Z,12.2,1009.2,94.0,13.4,12.7,0.0
39,2024-05-05T12:00:00Z,12.7,1009.0,91.8,13.4,12.8,0.0
40,2024-05-05T13:00:00Z,13.2,1008.8,89.9,13.4,12.2,0.0
41,2024-05-05T14:00:00Z,13.3,1008.5,88.7,13.4,11.3,0.0
42,2024-05-05T15:00:00Z,13.4,1008.3,88.4,13.4,10.8,0.0
43,2024-05-05T16:00:00Z,13.4,1008.1,89.6,13.3,10.1,0.7
44,2024-05-05T17:00:00Z,13.3,1007.8,89.9,12.8,9.5,0.8
45,2024-05-05T18:00:00Z,12.8,1007.8,89.4,12.2,9.1,1.0
46,2024-05-05T19:00:00Z,12.2,1008.2,90.1,11.3,8.6,1.2
47,2024-05-05T20:00:00Z,11.3,1008.4,90.8,10.8,8.0,1.3
48,2024-05-05T21:00:00Z,10.8,1008.7,94.5,10.1,7.6,1.1
49,2024-05-05T22:00:00Z,10.1,1009.2,94.4,9.5,7.4,1.0
