,time,instant_air_temperature,instant_air_pressure_at_sea_level,instant_relative_humidity,next_6_hours_air_temperature_max,next_6_hours_air_temperature_min,next_6_hours_precipitation_amount
0,2024-05-04T22:00:00Z,12.7,1011.3,73.6,11.4,9.8,0.0
1,2024-05-04T23:00:00Z,11.4,1011.1,74.5,11.0,9.7,1.3
2,2024-05-05T00:00:00Z,11.0,1010.7,78.0,10.5,9.7,1.3
3,2024-05-05T01:00:00Z,10.5,1010.1,80.9,10.4,9.7,1.5
4,2024-05-05T02:00:00Z,10.4,1009.9,83.4,10.8,9.7,1.6
5,2024-05-05T03:00:00Z,10.0,1009.8,89.6,11.4,9.7,1.5
6,2024-05-05T04:00:00Z,9.8,1009.9,96.9,11.9,9.7,0.0
7,2024-05-05T05:00:00Z,9.7,1009.8,98.0,12.3,9.9,0.0
8,2024-05-05T06:00:00Z,9.9,1009.7,96.9,12.6,10.2,0.0
9,2024-05-05T07:00:00Z,10.2,1009.5,95.4,12.7,10.8,0.0
10,2024-05-05T08:00:00Z,10.8,1009.3,93.7,12.9,11.4,0.0
11,2024-05-05T09:00:00Z,11.4,1009.3,91.3,12.9,11.9,0.0
12,2024-05-05T10:00:00Z,11.9,1009.0,89.5,12.9,12.3,0.0
13,2024-05-05T11:00:00Z,12.3,1008.9,88.4,12.9,12.4,0.0
14,2024-05-05T12:00:00Z,12.6,1008.8,88.0,12.9,11.8,0.0
15,2024-05-05T13:00:00Z,12.7,1008.7,88.1,12.9,11.2,0.0
16,2024-05-05T14:00:00Z,12.9,1008.3,89.2,12.9,10.6,0.0
17,2024-05-05T15:00:00Z,12.9,1008.1,90.4,12.6,10.3,0.0
18,2024-05-05T16:00:00Z,12.6,1007.8,92.4,12.4,9.9,0.0
19,2024-05-05T17:00:00Z,12.4,1007.5,94.5,11.8,9.3,0.0
20,2024-05-05T18:00:00Z,11.8,1007.5,94.7,11.2,8.7,0.0
21,2024-05-05T19:00:00Z,11.2,1007.5,92.2,10.6,8.1,0.0
22,2024-05-05T20:00:00Z,10.6,1007.8,89.0,10.3,7.6,0.0
23,2024-05-05T21:00:00Z,10.3,1008.3,86.7,9.9,7.2,0.0
24,2024-05-05T22:00:00Z,9.9,1008.6,86.0,9.3,6.8,0.0
25,2024-05-05T23:00:00Z,9.3,1009.1,83.1,8.7,6.6,0.0
26,2024-05-06T00:00:00Z,8.7,1009.5,82.1,8.1,6.6,0.0
27,2024-05-06T01:00:00Z,8.1,1009.8,82.6,7.6,6.6,0.0
28,2024-05-06T02:00:00Z,7.6,1010.1,85.1,7.5,6.6,0.0
29,2024-05-06T03:00:00Z,7.2,1010.4,84.6,8.5,6.6,0.0
30,2024-05-06T04:00:00Z,6.8,1010.8,82.4,10.2,6.6,0.0
31,2024-05-06T05:00:00Z,6.6,1011.4,77.3,11.6,6.6,0.0
32,2024-05-06T06:00:00Z,6.6,1012.0,73.5,12.3,6.9,0.0
33,2024-05-06T07:00:00Z,6.9,1012.3,66.7,12.9,7.5,0.0
34,2024-05-06T08:00:00Z,7.5,1012.7,64.1,13.3,8.5,0.0
35,2024-05-06T09:00:00Z,8.5,1013.1,62.8,13.5,10.2,0.0
36,2024-05-06T10:00:00Z,10.2,1013.1,58.4,13.5,11.6,0.0
37,2024-05-06T11:00:00Z,11.6,1013.3,51.9,13.5,12.3,0.0
38,2024-05-06T12:00:00Z,12.3,1013.8,51.4,13.5,12.0,0.0
39,2024-05-06T13:00:00Z,12.9,1014.1,49.9,13.5,10.6,0.0
40,2024-05-06T14:00:00Z,13.3,1014.2,49.3,13.5,9.2,0.0
41,2024-05-06T15:00:00Z,13.5,1014.4,48.9,13.3,8.3,0.0
42,2024-05-06T16:00:00Z,13.3,1014.8,49.2,12.9,7.7,0.0
43,2024-05-06T17:00:00Z,12.9,1015.2,50.0,12.0,7.5,0.0
44,2024-05-06T18:00:00Z,12.0,1015.9,52.7,10.6,7.2,0.0
45,2024-05-06T19:00:00Z,10.6,1016.4,57.2,9.2,6.8,0.0
46,2024-05-06T20:00:00Z,9.2,1017.1,61.8,8.3,6.5,0.0
47,2024-05-06T21:00:00Z,8.3,1017.8,65.0,7.7,5.9,0.0
48,2024-05-06T22:00:00Z,7.7,1018.7,66.2,7.5,5.6,0.0
49,2024-05-06T23:00:00Z,7.5,1019.5,66.9,7.2,5.6,0.0
50,2024-05-07T00:00:00Z,7.2,1020.1,69.7,7.4,5.6,0.0
51,2024-05-07T01:00:00Z,6.8,1020.7,72.1,,,
52,2024-05-07T02:00:00Z,6.5,1021.0,73.2,,,
53,2024-05-07T03:00:00Z,5.9,1021.4,76.6,,,
54,2024-05-07T04:00:00Z,5.6,1022.0,80.9,,,
55,2024-05-07T05:00:00Z,6.5,1022.2,73.8,,,
56,2024-05-07T06:00:00Z,7.4,1022.4,68.3,13.8,7.8,0.0
57,2024-05-07T12:00:00Z,13.8,1021.0,51.9,13.8,11.5,0.0
58,2024-05-07T18:00:00Z,11.5,1020.7,61.6,11.5,7.5,0.0
59,2024-05-08T00:00:00Z,7.5,1021.6,79.6,9.7,6.2,0.0
60,2024-05-08T06:00:00Z,9.7,1022.5,80.8,14.4,9.7,0.0
61,2024-05-08T12:00:00Z,14.4,1022.6,57.8,14.4,11.7,0.0
62,2024-05-08T18:00:00Z,11.7,1021.4,77.0,11.7,7.5,0.0
63,2024-05-09T00:00:00Z,7.7,1021.6,87.5,9.5,6.2,0.0
64,2024-05-09T06:00:00Z,9.5,1019.8,82.0,14.8,9.5,0.0
65,2024-05-09T12:00:00Z,14.8,1017.1,51.5,14.8,13.0,0.0
66,2024-05-09T18:00:00Z,13.1,1014.2,67.0,13.1,7.8,0.0
67,2024-05-10T00:00:00Z,7.9,1015.7,67.5,8.0,5.9,0.0
68,2024-05-10T06:00:00Z,8.0,1017.5,61.0,13.1,8.0,0.0
69,2024-05-10T12:00:00Z,13.1,1015.9,32.7,13.1,12.0,0.0
70,2024-05-10T18:00:00Z,12.0,1014.1,45.9,12.0,4.9,0.0
71,2024-05-11T00:00:00Z,5.1,1016.0,62.4,7.0,3.2,0.0
72,2024-05-11T06:00:00Z,7.0,1017.4,56.8,13.3,7.0,0.0
73,2024-05-11T12:00:00Z,13.3,1015.6,36.2,13.3,12.1,0.0
74,2024-05-11T18:00:00Z,12.1,1013.5,48.7,12.1,5.6,0.0
75,2024-05-12T00:00:00Z,5.6,1017.3,74.5,7.1,4.4,0.0
76,2024-05-12T06:00:00Z,7.1,1016.4,59.8,12.8,7.1,0.0
77,2024-05-12T12:00:00Z,12.8,1018.0,40.1,12.8,11.1,0.0
78,2024-05-12T18:00:00Z,11.2,1015.6,60.7,11.2,5.7,0.0
79,2024-05-13T00:00:00Z,5.7,1016.1,72.1,7.5,3.7,0.0
80,2024-05-13T06:00:00Z,7.5,1020.1,65.9,12.4,7.5,0.0
81,2024-05-13T12:00:00Z,12.4,1017.7,38.4,12.4,11.1,0.0
82,2024-05-13T18:00:00Z,11.3,1015.1,59.9,11.3,5.2,0.0
83,2024-05-14T00:00:00Z,5.3,1014.1,69.4,7.8,3.3,0.0
84,2024-05-14T06:00:00Z,7.8,1017.9,65.4,13.5,7.8,0.0
85,2024-05-14T12:00:00Z,13.5,1016.4,36.6,13.5,12.0,0.0
86,2024-05-14T18:00:00Z,12.1,1013.6,65.1,,,
