,time,instant_air_temperature,instant_air_pressure_at_sea_level,instant_relative_humidity,next_6_hours_air_temperature_max,next_6_hours_air_temperature_min,next_6_hours_precipitation_amount
0,2024-04-25T15:00:00Z,7.8,1006.5,90.0,8.1,2.7,0.0
1,2024-04-25T16:00:00Z,7.8,1006.5,88.7,8.1,2.4,0.0
2,2024-04-25T17:00:00Z,8.1,1006.5,82.0,6.7,2.0,0.0
3,2024-04-25T18:00:00Z,6.7,1006.6,87.0,4.9,1.4,0.0
4,2024-04-25T19:00:00Z,4.9,1006.9,96.2,3.3,1.4,0.0
5,2024-04-25T20:00:00Z,3.3,1007.2,98.7,2.7,1.4,0.0
6,2024-04-25T21:00:00Z,2.7,1007.5,99.0,2.4,1.0,0.0
7,2024-04-25T22:00:00Z,2.4,1007.8,98.3,2.0,0.8,0.0
8,2024-04-25T23:00:00Z,2.0,1008.0,99.6,1.7,0.8,0.0
9,2024-04-26T00:00:00Z,1.4,1008.1,99.7,2.5,0.8,0.0
10,2024-04-26T01:00:00Z,1.4,1008.4,97.8,3.6,0.8,0.0
11,2024-04-26T02:00:00Z,1.7,1008.5,92.0,5.0,0.8,0.0
12,2024-04-26T03:00:00Z,1.0,1008.7,93.0,6.1,0.8,0.0
13,2024-04-26T04:00:00Z,0.8,1009.1,95.0,7.1,1.3,0.0
14,2024-04-26T05:00:00Z,1.3,1009.6,95.0,7.8,2.5,0.0
15,2024-04-26T06:00:00Z,2.5,1010.0,87.6,8.5,3.6,0.0
16,2024-04-26T07:00:00Z,3.6,1010.4,83.1,8.7,5.0,0.0
17,2024-04-26T08:00:00Z,5.0,1010.7,80.6,8.8,6.1,0.0
18,2024-04-26T09:00:00Z,6.1,1010.7,78.5,9.0,7.1,0.0
19,2024-04-26T10:00:00Z,7.1,1010.6,74.2,9.0,7.8,0.0
20,2024-04-26T11:00:00Z,7.8,1010.4,65.9,9.0,8.2,0.0
21,2024-04-26T12:00:00Z,8.5,1010.3,58.3,9.0,7.3,0.0
