mean_air_temperature_2m,min_air_temperature_2m,max_air_temperature_2m,relative_humidity,air_pressure_2m_mbar,precipitation_mm,evaporation_mm,earth_heat_flux_MJ_m2,radiation_balance_w_m2,phosynthetic_active_radiation_mE_m2,albedo_RR_GR,snow_depth_cm,ST2,ST5,ST10,ST20,ST50,ST100,month,day,ID,date
-1.4264275311316665,-1.265579985144681,-1.516987996189416,1.283979081845859,0.1341672518551626,-0.005348116664437823,-0.7689172200281886,-0.7065398447002749,-0.6344665886279153,-1.0580941433679807,1.6974273391439711,0.43484309882026784,-1.0770087932625623,-1.0912380630512297,-1.0810038680828955,-1.0886840784439755,-1.019184240077766,-0.8848453938318966,-1.5815920635039933,-1.6735162758680178,1,2000-01-01
-0.7318070611140902,-0.9342311182482886,-0.7189609396950556,0.4938989936253771,-0.1731791025441082,-0.05782398961897926,-0.7689172200281886,-0.5496180653043532,-1.058117565996934,-1.0345020979794002,1.8261514737128135,0.8003147355288008,-1.0626493348901835,-1.0912380630512297,-1.0959562247711072,-1.0886840784439755,-1.019184240077766,-0.8848453938318966,-1.5815920635039933,-1.5599020216694215,2,2000-01-02
-0.5457480066450966,-0.43720781790369995,-0.6505586205669676,0.4938989936253771,-0.6746389439324019,1.0711441741408978,-0.7689172200281886,-0.3926962859084315,-0.9750090010585141,-1.0822104564318624,0.19564576917414456,0.8117357241759424,-1.0626493348901835,-1.0912380630512297,-1.0959562247711072,-1.0729631667069097,-1.019184240077766,-0.8848453938318966,-1.5815920635039933,-1.446287767470825,3,2000-01-03
-0.5829598175388953,-0.7175799360468014,-0.6733593936096636,-0.9823032764707854,-1.0386017320368057,-0.09882216099963391,-0.7689172200281886,-0.3926962859084315,-1.5892015663351298,-0.9888908102281452,0.5818181728806713,0.7988871119479081,-1.048289876517805,-1.0765510223579653,-1.0810038680828955,-1.0729631667069097,-1.019184240077766,-0.8848453938318966,-1.5815920635039933,-1.3326735132722287,4,2000-01-04
-0.7318070611140902,-0.7558124976117696,-0.6733593936096636,1.159229594232099,-0.5290538286906439,-0.2559818179588098,-0.7689172200281886,-0.5496180653043532,-0.6993318100432674,-1.0313564919275895,-0.7483312176640322,1.1586482543328702,-1.048289876517805,-1.0765510223579653,-1.0810038680828955,-1.0729631667069097,-1.019184240077766,-0.8848453938318966,-1.5815920635039933,-1.2190592590736324,5,2000-01-05
-0.17362989770710927,-0.08037057663066191,-0.4453516631827034,0.7433979688528981,-1.095218165741939,-0.2035952656390845,-0.7689172200281886,-0.3926962859084315,-0.8452785582278097,-1.1094723755475553,1.9548756082816559,1.0629974744130588,-1.048289876517805,-1.0765510223579653,-1.0810038680828955,-1.0729631667069097,-1.019184240077766,-0.9075351644672545,-1.5815920635039933,-1.105445004875036,6,2000-01-06
-0.3720928891407025,-0.2970217588321493,-0.5251543688321395,-0.0951958089951573,-0.7393434395954033,0.2678837052384431,-0.7689172200281886,-0.3926962859084315,-0.8919004361200941,-1.089025936210786,-1.3490438456519631,1.3371012019444586,-1.048289876517805,-1.0765510223579653,-1.0660515113946838,-1.0729631667069097,-1.019184240077766,-0.9075351644672545,-1.5815920635039933,-0.9918307506764397,7,2000-01-07
-0.1860338346717088,0.12353641838250266,-0.4453516631827034,0.22360843712889722,-1.2731555288151977,0.20714567356339939,-0.7689172200281886,-0.3926962859084315,-1.2101454286891655,-0.9810267950986183,-0.5337909933826285,1.5655209748872916,-1.048289876517805,-1.0765510223579653,-1.0660515113946838,-1.0729631667069097,-1.019184240077766,-0.9302249351026121,-1.5815920635039933,-0.8782164964778433,8,2000-01-08
-0.5829598175388953,-0.6538590001051874,-0.7531620992590996,0.5146905748943379,-0.15700297862836243,-0.136127736136408,-0.7689172200281886,-0.5496180653043532,-1.4777144670274933,-0.9742113153196952,-0.4050668588137862,1.2114703268259004,-1.048289876517805,-1.0765510223579653,-1.0660515113946838,-1.0729631667069097,-1.0370867159162565,-0.9302249351026121,-1.5815920635039933,-0.7646022422792469,9,2000-01-09
-0.8434424937954864,-0.8832543694949975,-0.6961601666523596,0.7433979688528981,0.7893002704430916,-0.3782171067048355,-0.7689172200281886,-0.5496180653043532,-0.6000069397510095,-0.9894150779034468,-1.0915955765142782,1.2343123041201838,-1.048289876517805,-1.0618639816647009,-1.0660515113946838,-1.0729631667069097,-1.0370867159162565,-0.9529147057379699,-1.5815920635039933,-0.6509879880806505,10,2000-01-10
-0.3472850152115033,-0.016649640689047947,-0.6163574610029235,0.9513137815424986,0.5870987214962006,-0.465528027237711,-0.7689172200281886,-0.5496180653043532,-1.0905501767046102,-0.9983276283835772,-0.447974903670067,1.4969950430044419,-1.048289876517805,-1.0618639816647009,-1.051099154706472,-1.057242254969844,-1.019184240077766,-0.9302249351026121,-1.5815920635039933,-0.5373737338820541,11,2000-01-11
-0.39690076306990163,-0.029393827877370746,-0.6277578475242716,1.277048554756206,-0.011417863386595313,-0.2734440020653849,-0.7689172200281886,-0.5496180653043532,-0.561493214535644,-1.0512786635890574,-0.7054231728077516,1.6854413556822792,-1.048289876517805,-1.0471769409714364,-1.051099154706472,-1.057242254969844,-1.0370867159162565,-0.9302249351026121,-1.5815920635039933,-0.4237594796834578,12,2000-01-12
-0.6449795023618932,-0.3097659460204721,-0.7417617127377516,1.0275495795286849,0.22313593339179655,-0.44806584313113584,-0.7689172200281886,-0.5496180653043532,-0.6567640084894425,-1.0670066938481109,-0.447974903670067,1.5312580089458667,-1.048289876517805,-1.0471769409714364,-1.0361467980182604,-1.041521343232778,-1.0370867159162565,-0.9529147057379699,-1.5815920635039933,-0.3101452254848614,13,2000-01-13
-1.0046936743352808,-1.1636264876380988,-1.1179744679422359,-0.3793474196709441,1.1856153063789965,-0.465528027237711,-0.7689172200281886,-0.5496180653043532,-1.2912269554583558,-1.0213954060968558,-0.61960708309519,1.3770746622094545,-1.048289876517805,-1.0471769409714364,-1.051099154706472,-1.0729631667069097,-1.019184240077766,-0.9529147057379699,-1.5815920635039933,-0.19653097128626504,14,2000-01-14
-1.4016196572024675,-1.3038125467096495,-1.3117810388051518,1.0899243233355655,1.306936235747131,0.17070285455837306,-0.7689172200281886,-0.5496180653043532,-0.7824403749816874,-0.9862694718516363,-0.9628714419454361,1.2375754437336528,-1.0770087932625623,-1.0618639816647009,-1.051099154706472,-1.0729631667069097,-1.0370867159162565,-0.9529147057379699,-1.5815920635039933,-0.08291671708766868,15,2000-01-15
-0.9674818634414821,-1.0234404285665482,-0.8671659644725797,0.9928969440804182,0.40916135842293266,0.08491038481737351,-0.7689172200281886,-0.5496180653043532,-0.727710344412484,-1.0439389161348323,-0.2334346793886632,1.2963119567760957,-1.0913682516349408,-1.0618639816647009,-1.0660515113946838,-1.0729631667069097,-1.019184240077766,-0.9529147057379699,-1.5815920635039933,0.03069753711092769,16,2000-01-16
-0.012378717167314689,-0.36074269477376325,-0.04633813493552321,-2.167423408801507,-0.4562612710697557,-0.2385196338522347,-0.7689172200281886,-0.5496180653043532,-1.3500110623660189,-0.9233573508154223,-1.2203197110831208,2.124863893881054,-1.0626493348901835,-1.0765510223579653,-1.0660515113946838,-1.0729631667069097,-1.019184240077766,-0.9529147057379699,-1.5815920635039933,0.14431179130952407,17,2000-01-17
-0.45892044789289954,-0.25878919726718097,-0.6391582340456196,-2.6456297779875886,0.12607918989728512,-0.465528027237711,-0.7689172200281886,-0.5496180653043532,-1.6905534747966176,-0.925978689191931,-0.5337909933826285,2.3021747426279284,-1.0770087932625623,-1.0912380630512297,-1.051099154706472,-1.0729631667069097,-1.019184240077766,-0.9529147057379699,-1.5815920635039933,0.2579260455081204,18,2000-01-18
-1.0791172961228783,-0.8959985566833204,-0.8557655779512316,-0.7882485179604919,0.7407718986958359,-0.465528027237711,-0.7689172200281886,-1.3342269622839615,-1.165550588966111,-0.9763083860209023,-0.447974903670067,2.5077525382764785,-1.1488060851244553,-1.0912380630512297,-1.0660515113946838,-1.0886840784439755,-1.019184240077766,-0.9756044763733276,-1.5815920635039933,0.3715402997067168,19,2000-01-19
-0.769018872007889,-0.7685566848000925,-0.6049570744815755,-0.42093058220886376,-0.20553135037561812,-0.465528027237711,-0.7689172200281886,-1.3342269622839615,-1.0013604972585008,-1.0093372495649147,-0.61960708309519,2.5077525382764785,-1.163165543496834,-1.1352991851310232,-1.0810038680828955,-1.0886840784439755,-1.0370867159162565,-0.9756044763733276,-1.5815920635039933,0.48515455390531315,20,2000-01-20
-1.3023881614856707,-1.2528357979563582,-1.391583744454588,-1.2941769955051858,0.4496016682123109,-0.43060365902456077,-0.7689172200281886,-1.8049923004717268,-1.372308482227546,-0.9029109114786528,-0.4050668588137862,2.4049636404522037,-1.2493222937311055,-1.1793603072108163,-1.0959562247711072,-1.1044049901810418,-1.0370867159162565,-0.9756044763733276,-1.5815920635039933,0.5987688081039095,21,2000-01-21
-1.4884472159546644,-1.698882349547656,-1.66519302096694,1.2423959193079392,0.020934384444905425,-0.14029484825274977,-0.7689172200281886,-0.8634616240961966,-0.5959528634125499,-1.0245410121486664,2.426864101700744,1.6597441312262105,-1.163165543496834,-1.1646732665175519,-1.1258609381475309,-1.1201259019181076,-1.0549891917547467,-0.9756044763733276,-1.5815920635039933,0.7123830623025059,22,2000-01-22
-2.3939346143704334,-2.438045206470378,-2.1098080952995124,1.0968548504252185,0.7003315889064577,-0.1410224392571904,-0.7689172200281886,-0.7065398447002749,-0.6020339779202392,-0.9029109114786528,2.5126801914133057,1.9195716229486832,-1.1488060851244553,-1.1499862258242877,-1.1258609381475309,-1.1358468136551736,-1.072891667593237,-0.9982942470086852,-1.5815920635039933,0.8259973165011023,23,2000-01-23
-2.170663749007641,-2.3488358961521185,-1.858999591829856,1.2423959193079392,0.6275390312855788,1.1060685423540477,-0.7689172200281886,-0.7065398447002749,-0.7743322223047684,-0.8976682347256348,1.3541629802937252,1.7368358045944166,-1.1488060851244553,-1.1499862258242877,-1.1408132948357423,-1.1358468136551736,-1.072891667593237,-0.9982942470086852,-1.5815920635039933,0.9396115706996986,24,2000-01-24
-1.8357574509634527,-1.7753474726775926,-1.744995726616376,1.263187500576899,0.4981300399595666,-0.465528027237711,-0.7689172200281886,-0.7065398447002749,-0.8148729856893634,-0.856251088376794,1.7832434288565326,1.2799962587087506,-1.163165543496834,-1.1499862258242877,-1.1408132948357423,-1.1358468136551736,-1.0907941434317272,-1.020984017644043,-1.5815920635039933,1.053225824898295,25,2000-01-25
-1.674506270423658,-1.698882349547656,-1.528388382710764,1.283979081845859,0.11799112793940764,-0.465528027237711,-0.7689172200281886,-0.7065398447002749,-0.6547369703202128,-0.9621531587877542,1.482887114862567,1.0744184630602005,-1.163165543496834,-1.1646732665175519,-1.1408132948357423,-1.1515677253922394,-1.0907941434317272,-1.020984017644043,-1.5815920635039933,1.1668400790968914,26,2000-01-26
-0.942673989512283,-1.0999055516964849,-0.7759628723017956,0.3137052892943905,-0.71507925372178,-0.43060365902456077,-0.7689172200281886,-0.7065398447002749,-1.0459553369815555,-0.9721142446184882,1.182530800868602,1.043010744280561,-1.163165543496834,-1.1646732665175519,-1.1557656515239543,-1.1515677253922394,-1.0907941434317272,-1.0436737882794007,-1.5815920635039933,1.2804543332954876,27,2000-01-27
-1.0419054852290797,-1.1636264876380988,-1.0951736948995399,-0.25459793205718406,-1.3783003342675866,-0.465528027237711,-0.7689172200281886,-0.7065398447002749,-0.9466304666892975,-0.9485221992299078,1.525795159718848,0.9145246220002173,-1.1488060851244553,-1.1646732665175519,-1.1408132948357423,-1.1515677253922394,-1.0907941434317272,-1.0436737882794007,-1.5815920635039933,1.3940685874940841,28,2000-01-28
