ID,date,Station,mean_air_temperature_2m,min_air_temperature_2m,max_air_temperature_2m,relative_humidity,precipitation_mm,global_radiation_w_m2,JT10,JT20,evaporation_mm
1,3/1/2018,Apelsvoll,-18.1,-22.1,-12.7,67.4,0,9.5,0.2,0.5,0
2,3/2/2018,Apelsvoll,-13.5,-20.6,-9.6,65.8,0,4.9,0.2,0.5,0
3,3/3/2018,Apelsvoll,-8.8,-11,-4.2,72.8,0,4.3,0.2,0.5,0
4,3/4/2018,Apelsvoll,-8,-10.4,-2.6,79.2,0.4,6.1,0.1,0.5,0
5,3/5/2018,Apelsvoll,-7.6,-9.3,-5.1,88.8,2,2.7,0.1,0.5,0
6,3/6/2018,Apelsvoll,-7.5,-9.2,-5.9,91,1,0.3,0.1,0.4,0
7,3/7/2018,Apelsvoll,-4,-6,-2.2,93.9,0.7,1.2,0.1,0.4,0
8,3/8/2018,Apelsvoll,-3.4,-4.8,-1.6,87,2.5,1.8,0.1,0.4,0
9,3/9/2018,Apelsvoll,-5.2,-9.3,-0.1,82.7,0.9,3.1,0.1,0.4,0
10,3/10/2018,Apelsvoll,-8,-12.8,0.6,84.9,0,4,0.1,0.5,0
11,3/11/2018,Apelsvoll,-6.9,-9.2,-4.3,89.2,1.4,2.4,0.1,0.5,0
12,3/12/2018,Apelsvoll,-3.1,-5.6,-1.4,90.2,7.2,1.4,0.2,0.5,0
13,3/13/2018,Apelsvoll,-2.2,-6.4,0.7,72.5,0,2.1,0.1,0.4,0
14,3/14/2018,Apelsvoll,-5.4,-12.8,2.5,66.9,0,8.2,0.1,0.5,0
15,3/15/2018,Apelsvoll,-6.2,-10.4,1.6,77.4,0.6,8.4,0.1,0.5,0
16,3/16/2018,Apelsvoll,-10.9,-18.4,-3.4,67.6,0,14,0.1,0.5,0
17,3/17/2018,Apelsvoll,-12.1,-19.9,-3.8,61,0,12.7,0.2,0.4,0
18,3/18/2018,Apelsvoll,-9,-19.2,-2.3,55.9,0,12.8,0.1,0.4,0
19,3/19/2018,Apelsvoll,0.1,-4.2,6.7,59.1,0,9.3,0.1,0.4,1.1
20,3/20/2018,Apelsvoll,-0.4,-4.6,6.7,56,0,9.6,0.1,0.4,0
21,3/21/2018,Apelsvoll,0.9,-2.1,5.6,67.5,0,7.2,0.1,0.4,0.8
22,3/22/2018,Apelsvoll,0.9,-5.3,8.9,71.4,0,14.4,0.1,0.4,1.3
23,3/23/2018,Apelsvoll,0.3,-2.5,4.7,76.1,0,9.8,0.1,0.4,0.9
24,3/24/2018,Apelsvoll,3.5,0.2,7.5,67.5,0,12.3,0.1,0.4,1.4
25,3/25/2018,Apelsvoll,3.9,-0.4,9.8,55.6,0.2,13.4,0.1,0.4,1.6
26,3/26/2018,Apelsvoll,-2.5,-10.9,2.3,60.9,0.6,10.7,0.1,0.4,0
27,3/27/2018,Apelsvoll,-7.7,-14.7,2.5,47.6,0,15.2,0.1,0.4,0
28,3/28/2018,Apelsvoll,-7.9,-15.9,1.6,45.3,0,15.2,0.1,0.4,0
29,3/29/2018,Apelsvoll,-7.3,-14.5,2.7,51.6,0,15.3,0.1,0.4,0
30,3/30/2018,Apelsvoll,-6,-13.6,4,49,0,15.9,0.1,0.4,0
31,3/31/2018,Apelsvoll,-5.6,-11.1,3.3,50.1,0,15.8,0.1,0.4,0
32,4/1/2018,Apelsvoll,-4.1,-10.6,3.6,44.1,0,16.1,0.1,0.4,0
33,4/2/2018,Apelsvoll,-4.2,-12.7,4.2,52.7,0,16.5,0.1,0.4,0
34,4/3/2018,Apelsvoll,-5.3,-11.8,0,70,1.1,9.4,0.1,0.4,0
35,4/4/2018,Apelsvoll,0.4,-2.8,5.3,91.2,4.1,6.5,0.1,0.4,0.5
36,4/5/2018,Apelsvoll,1.1,0,3.3,93.6,6,4.9,0.1,0.4,0.4
37,4/6/2018,Apelsvoll,2.2,-0.7,6.4,52.5,0.3,17.7,0.1,0.4,2
38,4/7/2018,Apelsvoll,0.7,-3.4,5.4,70.7,0,6,0.1,0.4,0.7
39,4/8/2018,Apelsvoll,0.3,-1.8,2.3,91.5,9.7,4.3,0.1,0.4,0.4
40,4/9/2018,Apelsvoll,0.9,0.2,2.2,94.6,13.2,3.8,0.1,0.4,0.3
41,4/10/2018,Apelsvoll,2.1,-2.6,7.2,64.6,0,18.3,0.1,0.4,1.8
42,4/11/2018,Apelsvoll,0.6,-5.4,8.1,61.2,0,17.6,0.1,0.4,1.7
43,4/12/2018,Apelsvoll,1.8,-5.8,10.8,56.6,0,19.1,0.1,0.3,2
44,4/13/2018,Apelsvoll,2.5,-5.9,11.3,49.7,0,18.5,0.1,0.3,2
45,4/14/2018,Apelsvoll,5.4,-0.6,14.1,47.8,0,17.7,0.1,0.3,2.4
46,4/15/2018,Apelsvoll,7.3,0.8,15.5,57,0,16.9,0.1,0.3,2.1
47,4/16/2018,Apelsvoll,5.1,1.8,9.4,71.1,0,10.1,0,0.3,1.2
48,4/17/2018,Apelsvoll,5.6,2.9,11.5,84.7,0,14.4,0,0.3,1.6
49,4/18/2018,Apelsvoll,7.8,2.5,13.7,76.2,1.4,20,0,0.3,2.4
50,4/19/2018,Apelsvoll,8.2,3.9,15.3,69.2,0,16,0,0.2,2
51,4/20/2018,Apelsvoll,6.2,2.3,11.8,83.1,0,12.1,0,0.2,1.4
52,4/21/2018,Apelsvoll,9,3.6,14.2,49.2,0,20.9,0.1,0.3,3.1
53,4/22/2018,Apelsvoll,6.4,-0.1,13.5,58.7,0,19,2.2,1.2,2.4
54,4/23/2018,Apelsvoll,4.8,2.9,7.4,85.2,2.8,4.9,3.8,3,0.6
55,4/24/2018,Apelsvoll,6.7,3.3,10.2,66.9,0,16.1,4,3.2,2.2
56,4/25/2018,Apelsvoll,6.5,2.1,11.5,58.9,0.1,12.8,4.6,3.8,1.8
57,4/26/2018,Apelsvoll,6.4,0.5,12.9,61.6,0,17.8,5.5,4.5,2.2
58,4/27/2018,Apelsvoll,5.2,2.4,10.3,78,0,13.9,6.1,5.2,1.6
59,4/28/2018,Apelsvoll,3.4,0.4,8,86.7,0,9.8,5.7,5.2,1
60,4/29/2018,Apelsvoll,5.2,-0.9,10.8,74,0.1,17.5,5.9,5.2,2.1
61,4/30/2018,Apelsvoll,6.3,2.1,11.2,74.1,1.5,15.6,6.8,5.9,1.9
62,5/1/2018,Apelsvoll,3.1,0.8,5.9,90.3,8.3,2,6,5.9,0.3
63,5/2/2018,Apelsvoll,6.2,3.2,12.5,81.9,0,9.8,5.7,5.3,1.3
64,5/3/2018,Apelsvoll,5.8,2.8,10.6,79.1,1.4,4.7,5.6,5.5,0.7
65,5/4/2018,Apelsvoll,7.6,1.2,14.2,67.4,0,19.3,6,5.4,2.7
66,5/5/2018,Apelsvoll,12.7,5.7,21.4,66.9,0.1,20.9,8.3,6.8,3.3
67,5/6/2018,Apelsvoll,14.9,9.7,20.3,61.4,0,19.9,9.8,8.3,3.4
68,5/7/2018,Apelsvoll,14.1,6,20.8,61.8,0,20.6,10.5,9.1,3.3
69,5/8/2018,Apelsvoll,14.8,7.9,22.6,58,0,22.1,11.3,9.9,3.8
70,5/9/2018,Apelsvoll,16.1,7,23.5,51.9,0,23.8,11.2,10.2,4.4
71,5/10/2018,Apelsvoll,16.7,10,23.9,53.3,0,21.5,11.6,10.5,4
72,5/11/2018,Apelsvoll,10.8,8.2,15.6,92,12.2,3,11.3,10.7,0.5
73,5/12/2018,Apelsvoll,11.3,8.4,15.5,85.5,0.1,12.3,10.9,10.2,1.8
74,5/13/2018,Apelsvoll,15.5,9.7,22.1,77.2,0.3,18.6,11.7,10.7,3
75,5/14/2018,Apelsvoll,18,10.8,23.9,63.9,0,25,13,11.6,4.4
76,5/15/2018,Apelsvoll,17.6,9.3,24.9,54,0,25.5,13.5,12.2,4.6
77,5/16/2018,Apelsvoll,16.1,8.1,24.6,50.5,0.1,23.3,13.8,12.7,4.4
78,5/17/2018,Apelsvoll,10.6,5.7,17.2,54.6,0,21.7,12.9,12.4,3.5
79,5/18/2018,Apelsvoll,12.4,6,17.8,43.6,0,26.8,12.6,12,4.4
80,5/19/2018,Apelsvoll,15.4,8,22.3,46,0.2,26.1,12.9,12.1,4.8
81,5/20/2018,Apelsvoll,15.7,7.6,23.6,48.7,0,23,12.9,12.2,4.4
82,5/21/2018,Apelsvoll,17.4,10.9,23.3,48.6,0,25,13.1,12.3,4.9
83,5/22/2018,Apelsvoll,16,9,23.2,44.1,0,25.1,13.6,12.6,4.5
84,5/23/2018,Apelsvoll,16.6,9.4,23,52.2,0,26.4,14,13,4.7
85,5/24/2018,Apelsvoll,19.4,10.7,26.7,38.3,0,27.3,14.4,13.3,5.4
86,5/25/2018,Apelsvoll,20.1,12.4,27.1,39.7,0,26.8,14.9,13.7,5.5
87,5/26/2018,Apelsvoll,19.9,14.3,27.1,40.4,0,26,15.5,14.2,5.1
88,5/27/2018,Apelsvoll,19.8,11.9,26.1,46.5,0,26.1,15.9,14.6,5
89,5/28/2018,Apelsvoll,19.5,15.5,25.1,40.6,0,21.8,16,14.9,4.6
90,5/29/2018,Apelsvoll,19.7,13.2,25.9,54.7,0.1,26.8,16.4,15,5.2
91,5/30/2018,Apelsvoll,21.7,13.7,27.8,49,0,26.6,17.1,15.6,5.4
92,5/31/2018,Apelsvoll,21.7,14.6,28,50.3,0,25.7,17.4,16,5.2
93,6/1/2018,Apelsvoll,20.2,14.6,25.9,53.3,0,22.1,17.3,16.1,4.4
94,6/2/2018,Apelsvoll,21.8,14.1,29.7,55.6,0.2,24.5,17.8,16.4,4.9
95,6/3/2018,Apelsvoll,22.9,17.2,28.4,44.2,0,24.4,18.3,16.9,5.3
96,6/4/2018,Apelsvoll,16.9,8.8,22.2,44.2,0,28.8,17.8,16.8,5.5
97,6/5/2018,Apelsvoll,10.8,5.6,16.6,42.9,0,27.6,16.1,15.9,4.9
98,6/6/2018,Apelsvoll,12.1,3.6,19.9,49.2,0,27.5,15.3,15.1,4.7
99,6/7/2018,Apelsvoll,18.3,10.4,24.9,48.6,0,28.2,16.1,15.2,5.7
100,6/8/2018,Apelsvoll,18.4,9.3,24.3,47.2,0,28.6,16.8,15.8,5.5
101,6/9/2018,Apelsvoll,20.2,14.5,28,47.1,0.8,25.7,17.5,16.3,5
102,6/10/2018,Apelsvoll,19.8,14.9,27.7,66.6,13.3,19.3,17.9,16.8,3.8
103,6/11/2018,Apelsvoll,14,12.1,15.8,86.9,21.7,5.9,16.9,16.6,1
104,6/12/2018,Apelsvoll,15.1,10.1,20.1,51.8,0,28.9,16.5,15.9,5.4
105,6/13/2018,Apelsvoll,13.1,9.8,16.9,65.2,0,22.9,17,16.4,3.8
106,6/14/2018,Apelsvoll,13.6,12.7,14.6,81.1,1.3,5.1,16,16,1.1
107,6/15/2018,Apelsvoll,14.3,10.1,19.4,56.1,0,26.7,14.8,14.9,5.2
108,6/16/2018,Apelsvoll,14.5,10,19.8,60.3,0,27.6,15.3,14.8,5
109,6/17/2018,Apelsvoll,11.5,8.7,16.2,88,14.3,10.1,15.2,15,1.5
110,6/18/2018,Apelsvoll,13.3,7.9,17.8,80.9,0.1,18.1,14.8,14.6,3.1
111,6/19/2018,Apelsvoll,14.3,10,19.1,50.8,0,24.8,14.8,14.6,4.8
112,6/20/2018,Apelsvoll,11.4,7,16.7,56.5,0,15.5,13.7,14,3
113,6/21/2018,Apelsvoll,9.5,6,14.3,75.1,4.1,13.5,13.1,13.3,2.3
114,6/22/2018,Apelsvoll,10.5,7.3,12.9,53.7,0,8.6,12.3,12.8,2
115,6/23/2018,Apelsvoll,14.9,8.2,21,43.6,0,25.2,12.7,12.4,4.9
116,6/24/2018,Apelsvoll,16.2,9.2,21.8,53.9,0,22.6,14.3,13.5,4.6
117,6/25/2018,Apelsvoll,20.6,13.9,27.1,54.5,0,27.9,16.1,14.7,5.7
118,6/26/2018,Apelsvoll,21.5,16,28.5,55,0,26.1,17.5,16.1,5.3
119,6/27/2018,Apelsvoll,21.5,15.7,27.9,45.3,0,26.6,17.9,16.7,5.5
120,6/28/2018,Apelsvoll,19.7,13.1,26.1,46.2,0,16.9,17.6,16.9,3.9
121,6/29/2018,Apelsvoll,14.5,9.1,19.5,45.6,0,29.8,16.4,16.1,5.7
122,6/30/2018,Apelsvoll,14.7,6.8,22,45.4,0,29.7,16.2,15.8,5.3
123,7/1/2018,Apelsvoll,17.5,7.6,24.9,45.8,0,29.2,16.6,16,5.8
124,7/2/2018,Apelsvoll,19.7,11.5,26.9,45.2,0,28.4,17.2,16.3,5.6
125,7/3/2018,Apelsvoll,21,12.8,27.9,47.7,0,28.2,18.1,16.9,5.6
126,7/4/2018,Apelsvoll,20.4,12.5,27.4,49.1,0,28.4,18.4,17.3,5.6
127,7/5/2018,Apelsvoll,20.9,14.7,26.6,50.3,0,28,18.7,17.6,5.6
128,7/6/2018,Apelsvoll,19.4,15.5,24.2,53.8,0,21.9,18.8,17.8,4.4
129,7/7/2018,Apelsvoll,17.4,12.6,21.9,47.5,0,26.8,18.1,17.6,5.3
130,7/8/2018,Apelsvoll,18.8,8.5,26.6,49.3,0,25.8,17.7,17.1,5.1
131,7/9/2018,Apelsvoll,15.6,10.4,19.4,69.8,5.5,7.8,16.9,16.9,1.7
132,7/10/2018,Apelsvoll,20.4,13.7,27.8,55.5,0,27.2,17.4,16.5,5.3
133,7/11/2018,Apelsvoll,21.5,16.2,28.5,55.3,0,23.2,18.9,17.7,4.7
134,7/12/2018,Apelsvoll,19.4,14.8,25.1,65,0,16.5,18.7,17.9,3.2
135,7/13/2018,Apelsvoll,20.3,14.8,27,61.5,0,24.3,18.9,17.9,4.8
136,7/14/2018,Apelsvoll,21,13.8,28.5,58.3,0,25.1,19.2,18.3,5
137,7/15/2018,Apelsvoll,21.2,13.7,27.9,55.4,0,26.1,19.4,18.4,5.2
138,7/16/2018,Apelsvoll,21.5,12.8,29,53,0,27.6,19.5,18.6,5.6
139,7/17/2018,Apelsvoll,22,13.3,30.6,46.1,0,19.8,19.4,18.6,4.3
140,7/18/2018,Apelsvoll,20.8,17,23.6,69.7,0.3,11.4,19.5,18.8,2.3
141,7/19/2018,Apelsvoll,20.9,12.7,28.1,59.4,0,24.5,19.5,18.6,4.8
142,7/20/2018,Apelsvoll,22.1,14.7,29.3,53.7,0,21.5,19.9,18.9,4.5
143,7/21/2018,Apelsvoll,20.7,12.2,26.7,46.6,0,26.4,19.7,18.9,5.2
144,7/22/2018,Apelsvoll,20.9,14,27.4,62.2,0,24.5,19.8,18.9,4.6
145,7/23/2018,Apelsvoll,22.3,15.6,28.3,50.3,0,22.4,20,19.1,4.5
146,7/24/2018,Apelsvoll,23.2,15.3,30.9,53.7,0,20.1,20,19.2,4.2
147,7/25/2018,Apelsvoll,23.7,17,29.5,58.1,0,20.6,20.1,19.3,4.2
148,7/26/2018,Apelsvoll,22.2,16.7,28,56.5,0,24.7,20.3,19.3,4.9
149,7/27/2018,Apelsvoll,24,15,30.8,53.2,0,21.8,20.5,19.6,4.5
150,7/28/2018,Apelsvoll,21.7,19.2,25.8,75.7,9.3,12.9,20.6,19.7,2.6
151,7/29/2018,Apelsvoll,21.7,15,27.2,65.8,6.3,19.8,20.7,19.8,4.1
152,7/30/2018,Apelsvoll,18.7,11.1,26.1,61.7,0,14.8,19.4,19.3,2.9
153,7/31/2018,Apelsvoll,21.1,16.2,30,73,3.4,16,19.9,19.2,2.9
154,8/1/2018,Apelsvoll,20.7,15.7,26.8,68.5,2.2,21.9,20.3,19.5,3.9
155,8/2/2018,Apelsvoll,18.9,13.4,24.9,69.8,0,13.9,19.8,19.4,2.5
156,8/3/2018,Apelsvoll,17.3,13.8,21.4,76.4,1.7,9.3,18.9,18.8,1.6
157,8/4/2018,Apelsvoll,18.9,13.3,24.5,68.9,0,20.6,19.1,18.6,3.5
158,8/5/2018,Apelsvoll,18,13,22.8,47.2,0.1,23.6,18.8,18.6,4.4
159,8/6/2018,Apelsvoll,15.3,9.3,21.1,52.3,0,14.9,17.5,17.8,2.7
160,8/7/2018,Apelsvoll,18.1,10.9,25.7,66.4,0.1,20.6,17.5,17.3,3.5
161,8/8/2018,Apelsvoll,16.9,13.2,19.3,87.8,3.8,5.8,17.5,17.5,0.9
162,8/9/2018,Apelsvoll,19.8,15.8,24.9,59.4,0,20.5,18,17.5,3.7
163,8/10/2018,Apelsvoll,13.9,10.9,18.5,87,15.3,4.3,17.1,17.3,0.8
164,8/11/2018,Apelsvoll,14.3,9.5,18.8,66.7,7.9,17.4,16,16.3,2.8
165,8/12/2018,Apelsvoll,11.3,8.4,16.1,83.8,11.5,8.8,15.6,16,1.2
166,8/13/2018,Apelsvoll,13.2,6.5,19.6,70.6,0,21,15.5,15.6,3
167,8/14/2018,Apelsvoll,13.4,7.3,21.1,70.9,0,17.4,15.8,15.8,2.5
168,8/15/2018,Apelsvoll,14.1,8.3,18.6,78.8,0,10.6,15.7,15.8,1.6
169,8/16/2018,Apelsvoll,17.5,15.1,20.8,78.5,0.3,8.4,16,15.9,1.6
170,8/17/2018,Apelsvoll,15.3,11.8,20.9,72.6,5,16.3,16.1,16,2.5
171,8/18/2018,Apelsvoll,13.6,10.8,16.3,77.2,1.8,5,15.1,15.5,0.9
172,8/19/2018,Apelsvoll,15.7,10.3,22,54,0,19.8,14.8,14.9,3.4
173,8/20/2018,Apelsvoll,11.7,7.5,17,66.9,0,9.6,14.6,14.9,1.5
174,8/21/2018,Apelsvoll,12.2,5.9,19,62.5,0,19.8,14.3,14.5,2.8
175,8/22/2018,Apelsvoll,14.7,9.7,18.5,77.4,2.4,3.8,14.2,14.4,0.8
176,8/23/2018,Apelsvoll,14.2,9.9,17.9,66.8,0.1,13.3,14.7,14.5,2
177,8/24/2018,Apelsvoll,12.6,8.5,19.4,78.6,3.3,10.3,14.7,14.7,1.4
178,8/25/2018,Apelsvoll,11.3,5.9,16.4,69.4,0,17,14,14.2,2.3
179,8/26/2018,Apelsvoll,10.2,5.9,15.1,77.4,2.2,15.3,14,14.2,1.9
180,8/27/2018,Apelsvoll,10.4,5.2,14.3,84.7,0.6,7,13.6,13.9,0.9
181,8/28/2018,Apelsvoll,12.8,10,17,79.7,0,8,13.9,13.8,1.1
182,8/29/2018,Apelsvoll,13,8.4,17.1,83.7,0,6.2,13.7,13.8,0.9
183,8/30/2018,Apelsvoll,14.1,11.2,18.7,75.9,2.9,14.8,14.2,14,2
184,8/31/2018,Apelsvoll,12.2,6.1,18,66.9,0,17,14.2,14.1,2.3
185,9/1/2018,Apelsvoll,12.1,5.1,19.6,69,0,15.5,13.8,13.9,2.1
186,9/2/2018,Apelsvoll,15.3,9.7,21.4,66.4,0,16.1,14.2,14,2.4
187,9/3/2018,Apelsvoll,14,8.9,21.1,74.7,0,15.5,14.3,14.2,2
188,9/4/2018,Apelsvoll,13.9,7.4,20.5,76.6,0,15.2,14.2,14.1,1.9
189,9/5/2018,Apelsvoll,13.6,7.8,20.7,80.9,0,13.3,14.3,14.1,1.6
190,9/6/2018,Apelsvoll,13.3,10.8,15.1,86.8,0,2.7,14.2,14.2,0.4
191,9/7/2018,Apelsvoll,13.8,11.9,15.9,79.3,0,5.1,13.9,13.9,0.8
192,9/8/2018,Apelsvoll,13.3,11.4,15,86.7,21.7,3.4,13.7,13.8,0.5
193,9/9/2018,Apelsvoll,12.6,10.7,15.6,88.5,8,3.3,13.3,13.5,0.5
194,9/10/2018,Apelsvoll,13.6,10.9,17.4,80.7,19,9.8,13.4,13.4,1.3
195,9/11/2018,Apelsvoll,10.7,9.2,11.7,86.7,9.6,2.2,12.9,13.2,0.3
196,9/12/2018,Apelsvoll,11.2,7.4,15.9,61,0,13,12,12.5,2
197,9/13/2018,Apelsvoll,10.9,7,15.6,62.9,0,9.9,11.5,12.1,1.6
198,9/14/2018,Apelsvoll,11.4,7.6,15.6,67.7,0,9.2,11.5,11.9,1.4
199,9/15/2018,Apelsvoll,9.9,5.4,13.4,63.1,0,8.9,11.3,11.7,1.4
200,9/16/2018,Apelsvoll,8.9,3.7,13.5,71.7,1,8.8,10.7,11.2,1.2
201,9/17/2018,Apelsvoll,11.4,9.2,14.4,70.3,0,6.4,10.9,11.2,1.1
202,9/18/2018,Apelsvoll,15,11.1,20.3,75,0.2,6.9,11.4,11.4,1.2
203,9/19/2018,Apelsvoll,16.9,14.8,20.8,67.1,0,11.2,12.4,12.1,2
204,9/20/2018,Apelsvoll,12.5,8.1,16.8,55.5,0,12.4,12.2,12.3,2.2
205,9/21/2018,Apelsvoll,9.1,6.1,14.2,82,18.2,2.3,11,11.6,0.4
206,9/22/2018,Apelsvoll,10.2,7.2,15.1,61.6,0.2,11.2,10.5,11,1.7
207,9/23/2018,Apelsvoll,7.7,2,10.8,63.6,0,5.9,10.1,10.7,0.9
208,9/24/2018,Apelsvoll,5.7,0.8,9.9,53.9,0,12,8.9,9.8,1.5
209,9/25/2018,Apelsvoll,7,1.3,11.2,60.4,0,5.6,8,9,1
210,9/26/2018,Apelsvoll,11.2,6.1,17.1,53.9,0,8.6,8.5,8.9,1.6
211,9/27/2018,Apelsvoll,6.2,3.4,8.6,76.8,7.1,1.7,8,8.7,0.3
212,9/28/2018,Apelsvoll,5.3,1.7,9.8,61.7,0.1,9.6,7.4,8.2,1.1
213,9/29/2018,Apelsvoll,7,2.7,11.5,63.4,0,4.1,7,7.7,0.9
214,9/30/2018,Apelsvoll,8.8,4.6,13.9,60.9,0,9.1,7.1,7.6,1.3
215,3/1/2019,Apelsvoll,-1,-5.9,4.4,59.9,0,8.2,-0.1,0.3,0
216,3/2/2019,Apelsvoll,-0.6,-5,4.7,67.1,0.7,5,0,0.3,0
217,3/3/2019,Apelsvoll,-0.3,-1.9,2,95.9,9.7,2,0,0.3,0
218,3/4/2019,Apelsvoll,-1.9,-2.7,-0.7,95.5,3.5,2,0,0.3,0
219,3/5/2019,Apelsvoll,-3.9,-6.1,-1.3,80.5,1.2,1.8,0,0.3,0
220,3/6/2019,Apelsvoll,-3.5,-5.8,-0.7,86.6,4.2,1.4,0,0.3,0
221,3/7/2019,Apelsvoll,-1.8,-3.4,0.2,96.2,16.8,0.8,0,0.3,0
222,3/8/2019,Apelsvoll,-1.8,-7.2,2.5,76.4,3.7,2.3,0,0.3,0
223,3/9/2019,Apelsvoll,-5.8,-8.8,-4,78,1.1,2.8,0,0.3,0
224,3/10/2019,Apelsvoll,-5.8,-13.6,1,61.7,0,10.2,0,0.4,0
225,3/11/2019,Apelsvoll,-5.3,-13.2,0.7,61.1,0,8,0,0.4,0
226,3/12/2019,Apelsvoll,-7.3,-13.9,-2.6,79.6,0.8,4.4,0,0.4,0
227,3/13/2019,Apelsvoll,-1.9,-7.2,1.2,93.6,10.8,4.8,0,0.4,0
228,3/14/2019,Apelsvoll,-6,-11.7,-2.9,92.7,0,5.2,0,0.4,0
229,3/15/2019,Apelsvoll,-2.8,-4.5,0.7,89.8,0.3,4.5,0,0.4,0
230,3/16/2019,Apelsvoll,-1.7,-4.7,4.4,79.8,0.1,8.7,0,0.4,0
231,3/17/2019,Apelsvoll,-1.1,-3.9,0.8,95,28.5,4.1,0,0.4,0
232,3/18/2019,Apelsvoll,0.8,-3.4,4,61.4,0,9.8,0,0.4,1.4
233,3/19/2019,Apelsvoll,0.4,-6.2,5.9,55.6,0,12.9,0,0.4,1.3
234,3/20/2019,Apelsvoll,4.7,0.5,10.4,58.9,0.1,12.4,0,0.4,1.5
235,3/21/2019,Apelsvoll,6,-2,12.9,59.2,0,11.8,0.1,0.4,1.6
236,3/22/2019,Apelsvoll,1.4,-4.8,6.7,73.1,0,6.1,0.1,0.4,0.8
237,3/23/2019,Apelsvoll,4.2,1.1,7.3,59.4,0,13.5,0.1,0.4,1.9
238,3/24/2019,Apelsvoll,2.8,-1.8,6,58,0,7.9,0.1,0.4,1.2
239,3/25/2019,Apelsvoll,1.4,-3.1,7,54.7,0,13.4,0.1,0.4,1.5
240,3/26/2019,Apelsvoll,2,-2.9,6.2,56.5,0,10.1,0.1,0.4,1.2
241,3/27/2019,Apelsvoll,2.9,-4.3,11.4,67.3,0,13.3,0.1,0.4,1.4
242,3/28/2019,Apelsvoll,5.5,-0.7,9.8,65.3,0.1,6.3,0.1,0.4,1
243,3/29/2019,Apelsvoll,8,5.6,11.6,58.4,0,12.5,0.1,0.4,1.9
244,3/30/2019,Apelsvoll,4.8,0.9,7.4,63.6,0,8,0.1,0.4,1.1
245,3/31/2019,Apelsvoll,1.5,-4.3,4.9,44.2,0,16,0.1,0.4,2
246,4/1/2019,Apelsvoll,-0.2,-5.6,6.5,56,0,13.3,0.1,0.5,0
247,4/2/2019,Apelsvoll,1.6,-3,7.8,69.4,0,9.6,0.1,0.5,1
248,4/3/2019,Apelsvoll,-0.4,-5.5,3.6,79,0.9,5.3,0.1,0.5,0
249,4/4/2019,Apelsvoll,3.6,-2.5,10.4,77.4,0,14.1,0.1,0.4,1.3
250,4/5/2019,Apelsvoll,2.4,0.1,4.6,82,0.1,3.8,0.1,0.4,0.4
251,4/6/2019,Apelsvoll,1.7,-0.7,5.5,86.4,0,12.7,0.1,0.4,1.1
252,4/7/2019,Apelsvoll,2.2,-3.3,7.3,67.5,0,14.2,0.1,0.4,1.5
253,4/8/2019,Apelsvoll,1.8,-1.6,5.3,50.5,0,17.1,0.1,0.4,2.1
254,4/9/2019,Apelsvoll,0.6,-3.1,4.1,47.2,0,18.4,0.1,0.4,2.1
255,4/10/2019,Apelsvoll,-0.2,-3.5,4.5,53.3,0,17.4,0.1,0.4,0
256,4/11/2019,Apelsvoll,-1,-7.7,5,53.3,0,17.8,0.1,0.4,0
257,4/12/2019,Apelsvoll,0.7,-6.6,8.7,44.7,0,19,0.1,0.4,2
258,4/13/2019,Apelsvoll,1.3,-6.7,9.8,44.3,0,19.4,0.1,0.4,2
259,4/14/2019,Apelsvoll,1.6,-6.7,10.6,47.8,0,19.6,0.1,0.4,2.1
260,4/15/2019,Apelsvoll,3.1,-4.5,11.8,46,0,19.7,0.1,0.4,2.2
261,4/16/2019,Apelsvoll,3.9,-4.5,12.2,50.8,0,17.1,0.1,0.4,1.9
262,4/17/2019,Apelsvoll,4.9,-2.7,11.7,57.4,0,19.9,1.2,0.8,2.4
263,4/18/2019,Apelsvoll,6.7,-0.9,14.8,54.7,0,20.2,3.1,2.1,2.6
264,4/19/2019,Apelsvoll,7.3,0.7,15.4,53.3,0,17,4.3,3.3,2.2
265,4/20/2019,Apelsvoll,8.7,0.8,17.9,51.6,0,19.6,5.4,4.3,2.8
266,4/21/2019,Apelsvoll,10.3,4.9,16.9,57.6,0,12.7,6.6,5.4,1.9
267,4/22/2019,Apelsvoll,10.5,3.3,19.4,59.6,0,19.8,7.6,6.3,2.8
268,4/23/2019,Apelsvoll,10.3,2.4,18.3,56.3,0,20.7,8.1,6.9,3
269,4/24/2019,Apelsvoll,11.2,3.6,19.1,48.3,0,17.8,8.2,7.3,2.8
270,4/25/2019,Apelsvoll,10.6,8.9,12.8,55.6,0,3.1,8.1,7.5,0.8
271,4/26/2019,Apelsvoll,10.7,8.2,14.4,68.9,0,10.1,8.1,7.3,1.5
272,4/27/2019,Apelsvoll,11.6,6.7,16.7,71.9,1.7,10.1,8.6,7.7,1.5
273,4/28/2019,Apelsvoll,13.4,8.5,19.4,53,0.1,16.3,9.9,8.5,2.5
274,4/29/2019,Apelsvoll,14.3,5.9,21.8,57.9,0,20.2,10.6,9.3,3.1
275,4/30/2019,Apelsvoll,14.4,9.6,18.5,62,0.2,13.2,11.3,10,2.2
276,5/1/2019,Apelsvoll,10.4,6.2,14.1,71.1,2.4,9.6,10.9,10.1,1.5
277,5/2/2019,Apelsvoll,4.9,1.3,8,51.4,0.6,21.4,9.6,9.4,3.2
