,time,instant_air_temperature,instant_air_pressure_at_sea_level,instant_relative_humidity,next_6_hours_air_temperature_max,next_6_hours_air_temperature_min,next_6_hours_precipitation_amount
0,2024-05-06T15:00:00Z,14.7,1013.6,54.9,14.9,9.7,0.0
1,2024-05-06T16:00:00Z,14.9,1013.9,54.0,14.8,9.3,0.0
2,2024-05-06T17:00:00Z,14.8,1014.4,51.5,13.8,9.0,0.0
3,2024-05-06T18:00:00Z,13.8,1014.8,54.3,12.0,8.7,0.0
4,2024-05-06T19:00:00Z,12.0,1015.2,61.7,10.4,8.3,0.0
5,2024-05-06T20:00:00Z,10.4,1016.0,63.5,9.7,7.4,0.0
6,2024-05-06T21:00:00Z,9.7,1017.0,60.5,9.3,6.6,0.0
7,2024-05-06T22:00:00Z,9.3,1017.9,60.7,9.0,6.2,0.0
8,2024-05-06T23:00:00Z,9.0,1018.8,62.3,8.7,6.2,0.0
9,2024-05-07T00:00:00Z,8.7,1019.6,64.5,8.4,6.2,0.0
10,2024-05-07T01:00:00Z,8.3,1020.1,66.4,9.5,6.2,0.0
11,2024-05-07T02:00:00Z,7.4,1020.4,69.9,10.8,6.2,0.0
12,2024-05-07T03:00:00Z,6.6,1020.9,74.4,11.8,6.2,0.0
13,2024-05-07T04:00:00Z,6.2,1021.4,79.0,13.2,7.2,0.0
14,2024-05-07T05:00:00Z,7.2,1021.6,74.4,14.4,8.4,0.0
15,2024-05-07T06:00:00Z,8.4,1021.8,66.3,14.9,9.5,0.0
16,2024-05-07T07:00:00Z,9.5,1022.1,63.6,15.1,10.8,0.0
17,2024-05-07T08:00:00Z,10.8,1022.2,64.4,15.2,11.8,0.0
18,2024-05-07T09:00:00Z,11.8,1022.4,64.5,15.2,13.2,0.0
19,2024-05-07T10:00:00Z,13.2,1022.3,63.4,15.2,14.4,0.0
20,2024-05-07T11:00:00Z,14.4,1022.3,62.2,15.2,14.2,0.0
21,2024-05-07T12:00:00Z,14.9,1022.3,61.9,15.2,13.1,0.0
22,2024-05-07T13:00:00Z,15.1,1022.0,60.5,15.2,11.7,0.0
23,2024-05-07T14:00:00Z,15.2,1021.9,56.8,15.1,10.5,0.0
24,2024-05-07T15:00:00Z,15.1,1021.7,52.5,14.8,9.5,0.0
25,2024-05-07T16:00:00Z,14.8,1021.5,50.9,14.2,9.0,0.0
26,2024-05-07T17:00:00Z,14.2,1021.6,51.3,13.1,8.7,0.0
27,2024-05-07T18:00:00Z,13.1,1021.8,53.8,11.7,8.3,0.0
