mean_air_temperature_2m,min_air_temperature_2m,max_air_temperature_2m,relative_humidity,precipitation_mm,global_radiation_w_m2,JT10,JT20,evaporation_mm,month,day,ID,Station
-0.9739,-1.1274,-0.6295,-0.4786,-0.2966,-1.5651,-1.7266,-1.7152,-0.4068,-1.0044,-1.4485,7285,Favang
-0.9739,-1.0962,-0.7678,-0.2671,-0.2407,-1.3687,-1.7266,-1.7152,-0.3428,-1.0044,-1.3352,7286,Favang
-1.4685,-1.3303,-1.4454,-0.8231,-0.3338,-1.1985,-1.7266,-1.7152,-0.4068,-1.0044,-1.2219,7287,Favang
-1.1439,-0.784,-1.3071,-1.3488,-0.3617,-1.1723,-1.7266,-1.7152,-0.2788,-1.0044,-1.1086,7288,Favang
-1.3139,-1.221,-1.3209,-1.2642,-0.4362,-1.4734,-1.7266,-1.7152,-0.4068,-1.0044,-0.9952,7289,Favang
-1.4839,-1.5331,-1.3762,-0.6055,-0.1011,-1.3425,-1.7266,-1.7152,-0.6629,-1.0044,-0.8819,7290,Favang
-1.3603,-1.3771,-1.3486,0.0894,-0.2687,-1.5127,-1.7266,-1.7152,-0.4708,-1.0044,-0.7686,7291,Favang
-1.4221,-1.6112,-1.1965,-1.3669,-0.2687,-1.408,-1.7266,-1.7152,-0.2148,-1.0044,-0.6553,7292,Favang
-1.3448,-1.6736,-1.0029,-1.4696,-0.3803,-1.4603,-1.7266,-1.7152,-0.1508,-1.0044,-0.5419,7293,Favang
-1.2985,-0.7216,-1.5698,-0.4242,-0.2873,-1.3032,-1.7266,-1.7152,-1.1109,-1.0044,-0.4286,7294,Favang
-1.3294,-1.2366,-1.4039,-1.1916,-0.4641,-1.3687,-1.7266,-1.7152,-0.2788,-1.0044,-0.3153,7295,Favang
-1.1903,-1.3771,-0.9476,-1.1191,-0.2873,-1.5389,-1.7266,-1.7152,-0.0868,-1.0044,-0.2019,7296,Favang
-0.9429,-1.1274,-0.6295,-1.3488,-0.1849,-1.4865,-1.7104,-1.7152,-0.0868,-1.0044,-0.0886,7297,Favang
-0.9429,-1.1118,-0.6848,-0.7385,-0.278,-1.5782,-1.6781,-1.7152,-0.0868,-1.0044,0.0247,7298,Favang
-0.6802,-0.8464,-0.3391,-0.8533,-0.2687,-1.552,-1.6296,-1.7152,0.0412,-1.0044,0.138,7299,Favang
-0.4947,-0.7372,-0.0487,-0.9741,-0.25,-1.5651,-1.5811,-1.7152,0.1692,-1.0044,0.2514,7300,Favang
-0.371,-0.7372,0.0757,-0.9318,-0.3431,-1.5782,-1.5165,-1.7152,0.2332,-1.0044,0.3647,7301,Favang
-0.3401,-0.6436,0.0757,-0.7505,-0.3245,-1.552,-1.4518,-1.7152,0.1052,-1.0044,0.478,7302,Favang
-0.7266,-0.5655,-0.9061,-1.3306,-0.3338,-1.1461,-1.3548,-1.6326,0.0412,-1.0044,0.5914,7303,Favang
-0.9429,-0.6748,-0.989,-1.7294,-0.3524,-1.1985,-1.4033,-1.5335,0.5533,-1.0044,0.7047,7304,Favang
-1.1593,-1.0493,-1.2794,-1.6328,-0.4176,-1.277,-1.4195,-1.484,-0.0228,-1.0044,0.818,7305,Favang
-1.2366,-1.221,-1.2103,-1.3548,-0.2594,-1.3687,-1.4841,-1.5005,0.3613,-1.0044,0.9313,7306,Favang
-1.1593,-1.0181,-1.1965,-1.5784,-0.3431,-1.3294,-1.4195,-1.484,0.2973,-1.0044,1.0447,7307,Favang
-0.8966,-1.0181,-0.6986,-1.3911,-0.2314,-1.5651,-1.274,-1.3849,0.2973,-1.0044,1.158,7308,Favang
-0.9893,-1.0805,-0.8231,-1.3246,-0.371,-1.5127,-1.2417,-1.3189,0.1052,-1.0044,1.2713,7309,Favang
-1.0048,-1.1898,-0.8646,-0.5753,-0.3524,-1.5782,-1.2417,-1.3189,0.0412,-1.0044,1.3847,7310,Favang
-1.0048,-1.0805,-0.9061,-1.1977,-0.2594,-1.5651,-1.1771,-1.2693,0.2332,-1.0044,1.498,7311,Favang
-0.9584,-1.2366,-0.6986,-1.5784,-0.2687,-1.4996,-1.0962,-1.2033,0.3613,-1.0044,1.6113,7312,Favang
-0.8811,-1.1898,-0.6295,-1.4333,-0.3524,-1.4996,-1.0316,-1.1372,0.3613,-0.5018,-1.6752,7313,Favang
-0.6029,-0.8621,-0.3529,-1.4575,-0.2314,-1.5913,-0.9185,-1.0547,0.4253,-0.5018,-1.5619,7314,Favang
-0.6338,-0.4407,-0.6433,-0.7747,-0.3059,-1.5389,-0.8053,-0.9391,-0.1508,-0.5018,-1.4485,7315,Favang
-0.7884,-0.4095,-0.9337,0.5728,0.1967,-1.5913,-0.8215,-0.9226,-0.4708,-0.5018,-1.3352,7316,Favang
-0.8193,-0.8464,-0.8784,-1.0708,-0.3431,-1.5258,-0.8538,-0.9226,-0.4068,-0.5018,-1.2219,7317,Favang
-0.9429,-1.0337,-0.8646,-1.7415,-0.3338,-1.5389,-0.8861,-0.9721,0.5533,-0.5018,-1.1086,7318,Favang
-0.8811,-1.0805,-0.6433,-1.7838,-0.1197,-1.5258,-0.8215,-0.9226,0.6173,-0.5018,-0.9952,7319,Favang
-0.742,-1.0181,-0.5465,-1.8865,-0.2873,-1.5127,-0.7407,-0.8565,0.6813,-0.5018,-0.8819,7320,Favang
-0.9584,-0.6123,-1.3348,0.3734,-0.1942,-1.6043,-0.8377,-0.8565,-1.2389,-0.5018,-0.7686,7321,Favang
-0.5102,-0.2378,-0.6848,1.0743,0.3084,-1.6698,-0.7892,-0.8896,-1.0469,-0.5018,-0.6553,7322,Favang
-0.0619,0.0743,-0.27,0.1015,-0.3431,-1.408,-0.5629,-0.7244,0.1052,-0.5018,-0.5419,7323,Favang
-0.5102,-0.0817,-0.9752,0.9232,0.3828,-1.552,-0.6114,-0.6749,-1.3029,-0.5018,-0.4286,7324,Favang
0.3709,0.2304,0.4353,0.4821,-0.2873,-1.5651,-0.5467,-0.6749,0.5533,-0.5018,-0.3153,7325,Favang
0.4018,0.09,0.6842,0.5546,0.0012,-1.6174,-0.2558,-0.4602,0.5533,-0.5018,-0.2019,7326,Favang
-0.1392,0.246,-0.505,0.6936,0.3363,-1.6436,-0.1427,-0.2951,-0.8549,-0.5018,-0.0886,7327,Favang
-0.5256,-0.1754,-1.0582,1.1045,-0.1197,-1.6174,-0.272,-0.3447,-1.2389,-0.5018,0.0247,7328,Favang
-0.3092,-0.2846,-0.3668,1.0683,0.7272,-1.6698,-0.369,-0.4272,-0.9829,-0.5018,0.138,7329,Favang
-0.1083,-0.0349,0.0204,0.4761,-0.0918,-1.5651,-0.3043,-0.3942,0.2973,-0.5018,0.2514,7330,Favang
0.0772,-0.1598,0.0757,-0.4424,-0.2594,-1.5782,-0.1589,-0.2951,1.0653,-0.5018,0.3647,7331,Favang
-0.3247,-0.2534,-0.4221,0.2404,-0.2035,-1.5651,-0.0942,-0.2126,-0.0868,-0.5018,0.478,7332,Favang
-0.1237,-0.2534,-0.0072,0.035,-0.2966,-1.5651,-0.1427,-0.2291,0.5533,-0.5018,0.5914,7333,Favang
0.0154,-0.3002,0.1587,-0.2248,-0.1849,-1.5258,-0.0781,-0.196,1.0653,-0.5018,0.7047,7334,Favang
-0.031,-0.0193,-0.0625,0.6211,-0.0081,-1.6043,0.0028,-0.1135,-0.2788,-0.5018,0.818,7335,Favang
-0.1083,0.3709,-0.2423,0.5728,-0.2966,-1.5913,-0.0134,-0.097,-0.9829,-0.5018,0.9313,7336,Favang
-0.1237,-0.0037,-0.4359,0.7661,-0.2035,-1.6436,-0.0781,-0.1465,-0.3428,-0.5018,1.0447,7337,Favang
0.2318,0.4645,-0.0349,-0.527,-0.3524,-1.4996,0.0028,-0.13,0.6813,-0.5018,1.158,7338,Favang
0.3091,0.1212,0.2832,-1.6086,-0.4269,-1.4603,0.0512,-0.0805,1.7694,-0.5018,1.2713,7339,Favang
0.5718,-0.0349,0.8501,-1.7053,-0.278,-1.4865,0.0674,-0.064,2.0255,-0.5018,1.3847,7340,Favang
0.9428,0.3241,1.265,-1.7778,-0.3431,-1.6174,0.2129,0.0681,1.8974,-0.5018,1.498,7341,Favang
1.2829,0.8235,1.4171,-1.524,-0.3431,-1.6436,0.3906,0.2002,2.0255,-0.5018,1.6113,7342,Favang
1.422,1.0576,1.4862,-1.6932,-0.3338,-1.5913,0.5523,0.3323,1.8974,-0.5018,1.7246,7343,Favang
1.3911,1.1356,1.348,-1.5361,-0.3338,-1.5258,0.5684,0.4149,2.2175,0.0009,-1.6752,7344,Favang
1.1437,1.0264,1.0437,-1.3367,-0.25,-1.5127,0.5846,0.4314,2.1535,0.0009,-1.5619,7345,Favang
1.1747,0.9327,1.0299,-1.0466,-0.3152,-1.5258,0.5846,0.4479,2.3455,0.0009,-1.4485,7346,Favang
1.1437,0.7767,1.1267,-1.101,-0.3059,-1.5782,0.5846,0.4644,2.0895,0.0009,-1.3352,7347,Favang
1.2829,1.0264,1.3203,-0.5209,-0.3524,-1.6174,0.6169,0.4975,1.0653,0.0009,-1.2219,7348,Favang
1.2983,1.4633,1.265,-0.4545,-0.3245,-1.5782,0.6816,0.547,0.7453,0.0009,-1.1086,7349,Favang
1.2674,0.9483,1.2512,-0.1282,-0.2128,-1.6305,0.73,0.58,2.0895,0.0009,-0.9952,7350,Favang
0.9119,0.8079,0.7533,0.3009,-0.1663,-1.6436,0.7624,0.6296,0.5533,0.0009,-0.8819,7351,Favang
1.2674,0.9015,1.2512,-0.0557,-0.1663,-1.6043,0.827,0.6626,2.0895,0.0009,-0.7686,7352,Favang
1.5302,1.4633,1.3756,-0.1705,-0.3524,-1.6305,0.8109,0.6956,1.7054,0.0009,-0.6553,7353,Favang
1.3292,1.3385,1.1267,-0.2974,-0.2873,-1.5258,0.7947,0.7121,1.2574,0.0009,-0.5419,7354,Favang
0.68,0.8547,0.3247,-1.1675,-0.3524,-1.4865,0.6816,0.613,1.1294,0.0009,-0.4286,7355,Favang
0.6182,0.1056,0.7257,-1.1554,-0.2407,-1.5389,0.6007,0.514,1.5134,0.0009,-0.3153,7356,Favang
0.34,0.5894,-0.1455,0.3069,0.7365,-1.552,0.5523,0.514,-0.9189,0.0009,-0.2019,7357,Favang
0.3245,0.1992,0.2417,-0.6116,-0.3803,-1.5389,0.4553,0.4149,0.9373,0.0009,-0.0886,7358,Favang
0.4327,0.4021,0.4215,-0.5874,-0.3524,-1.552,0.4391,0.4314,-0.2148,0.0009,0.0247,7359,Favang
0.9892,0.6518,1.2235,-0.2671,-0.2407,-1.4341,0.5199,0.4314,1.3854,0.0009,0.138,7360,Favang
1.2983,1.4009,1.2373,-0.1886,-0.2128,-1.5913,0.6977,0.547,1.7054,0.0009,0.2514,7361,Favang
0.4791,0.9171,-0.0764,0.8628,1.7417,-1.6436,0.5684,0.547,-1.3029,0.0009,0.3647,7362,Favang
0.7573,0.8703,0.6012,0.7661,-0.1477,-1.6698,0.5361,0.481,-0.0868,0.0009,0.478,7363,Favang
0.6955,1.0888,0.4353,0.8084,0.5317,-1.6698,0.6169,0.547,-0.7269,0.0009,0.5914,7364,Favang
0.4482,0.8547,0.0481,-0.0254,-0.0546,-1.6043,0.6654,0.5965,0.0412,0.0009,0.7047,7365,Favang
1.0819,0.4645,1.1405,-0.8049,-0.3245,-1.5651,0.7139,0.6296,2.0895,0.0009,0.818,7366,Favang
1.422,1.2449,1.3894,-0.5149,-0.4269,-1.552,0.8593,0.7286,1.8974,0.0009,0.9313,7367,Favang
1.4838,1.2136,1.4309,-0.8231,-0.278,-1.6043,0.9078,0.7947,1.9615,0.0009,1.0447,7368,Favang
1.592,1.6038,1.5001,0.4217,0.4666,-1.6436,0.9401,0.8277,1.0653,0.0009,1.158,7369,Favang
1.4065,1.3853,1.1544,-0.1463,-0.3245,-1.6043,1.0371,0.8938,1.9615,0.0009,1.2713,7370,Favang
1.6538,1.2605,1.7628,-0.7264,-0.3524,-1.552,1.0694,0.9433,2.3455,0.0009,1.3847,7371,Favang
1.3447,1.2292,1.4724,-0.5753,-0.278,-1.3949,1.0533,0.9598,1.8974,0.0009,1.498,7372,Favang
1.1283,0.7454,1.1682,-1.4515,-0.2966,-1.5913,0.9563,0.8938,2.2815,0.0009,1.6113,7373,Favang
1.3292,0.8859,1.3065,-1.24,-0.278,-1.6043,0.924,0.8607,2.3455,0.5036,-1.6752,7374,Favang
1.5302,1.1512,1.4586,-1.1312,-0.3524,-1.5913,0.9401,0.8607,1.8334,0.5036,-1.5619,7375,Favang
1.8084,1.2136,1.8734,-1.24,-0.3059,-1.5782,0.9725,0.8772,2.6015,0.5036,-1.4485,7376,Favang
1.5611,1.5414,1.5969,-0.3034,-0.2128,-1.6043,0.9725,0.9103,1.2574,0.5036,-1.3352,7377,Favang
1.3292,1.4009,1.1405,0.6272,-0.0081,-1.6698,0.9078,0.8607,0.1052,0.5036,-1.2219,7378,Favang
1.1901,1.5726,0.8916,0.7843,0.1874,-1.6829,0.9078,0.8442,0.4253,0.5036,-1.1086,7379,Favang
1.1128,1.3697,0.8501,0.7722,0.6527,-1.6305,0.924,0.8607,0.4253,0.5036,-0.9952,7380,Favang
0.9892,0.8859,0.8086,0.5788,0.1409,-1.5913,0.9078,0.8607,1.6414,0.5036,-0.8819,7381,Favang
1.3601,1.1824,1.2926,0.3613,-0.1384,-1.6305,0.9725,0.8938,1.9615,0.5036,-0.7686,7382,Favang
0.9119,1.4633,0.4353,1.1468,1.2112,-1.6305,0.8755,0.8607,-1.1109,0.5036,-0.6553,7383,Favang
1.3292,1.3697,1.2788,0.4398,0.3921,-1.6567,0.8917,0.8442,1.3854,0.5036,-0.5419,7384,Favang
1.3447,1.0888,1.1958,-0.1523,-0.3617,-1.5651,0.9563,0.8938,1.8974,0.5036,-0.4286,7385,Favang
1.4683,1.2449,1.3894,-0.1765,-0.2221,-1.6305,0.9886,0.9268,1.5134,0.5036,-0.3153,7386,Favang
1.3601,1.635,1.0299,0.3432,-0.3431,-1.6698,0.9725,0.9433,0.2332,0.5036,-0.2019,7387,Favang
1.6229,1.6038,1.5139,-0.5693,-0.3338,-1.5782,1.0048,0.9433,2.0895,0.5036,-0.0886,7388,Favang
1.4993,0.9483,1.8319,-1.0829,-0.2966,-1.5651,0.9563,0.9268,2.2175,0.5036,0.0247,7389,Favang
1.3756,1.0264,1.4448,-0.9499,-0.3059,-1.4734,0.9401,0.9268,1.7694,0.5036,0.138,7390,Favang
0.8192,0.9015,0.5597,-1.2098,-0.4083,-1.4996,0.8593,0.8607,1.8334,0.5036,0.2514,7391,Favang
1.0819,0.5582,1.2788,-0.9137,-0.3338,-1.5913,0.8755,0.8277,1.5774,0.5036,0.3647,7392,Favang
1.0665,0.8235,0.9469,-1.4152,-0.2128,-1.5389,1.0371,0.9433,2.0255,0.5036,0.478,7393,Favang
1.051,0.5269,1.2373,-0.8654,-0.2873,-1.6305,1.021,0.9433,1.8974,0.5036,0.5914,7394,Favang
1.4838,0.9951,1.6245,-1.1131,-0.2594,-1.5651,1.1503,1.0424,1.7694,0.5036,0.7047,7395,Favang
1.6075,1.042,1.7905,-1.1916,-0.2035,-1.6174,1.2149,1.0919,1.8974,0.5036,0.818,7396,Favang
1.5302,1.3385,1.9011,-0.3336,-0.1384,-1.5782,1.2472,1.1414,1.4494,0.5036,0.9313,7397,Favang
1.5456,1.2292,1.5277,-0.3034,-0.1942,-1.6436,1.3119,1.1579,1.7054,0.5036,1.0447,7398,Favang
1.6847,1.4165,1.6522,-0.8351,-0.3897,-1.5913,1.4088,1.2735,1.5774,0.5036,1.158,7399,Favang
1.4065,1.7131,1.1129,0.7722,-0.0453,-1.7091,1.328,1.2735,-0.4708,0.5036,1.2713,7400,Favang
1.1283,1.6662,0.7948,1.1166,0.3828,-1.6567,1.2795,1.191,-0.9189,0.5036,1.3847,7401,Favang
0.9119,1.4321,0.297,1.322,1.025,-1.6829,1.2149,1.1745,-0.7269,0.5036,1.498,7402,Favang
1.221,1.2136,1.1405,-0.3638,-0.2966,-1.6436,1.1987,1.1249,1.0653,0.5036,1.6113,7403,Favang
0.7728,1.1044,0.3938,0.0289,0.4108,-1.5651,1.1341,1.1249,-0.7269,0.5036,1.7246,7404,Favang
0.4946,0.5426,0.5321,-0.0557,-0.2407,-1.6043,1.0048,1.0093,-0.1508,1.0062,-1.6752,7405,Favang
0.4482,0.4021,0.3247,-0.8291,-0.2128,-1.6043,0.9725,0.9763,0.8093,1.0062,-1.5619,7406,Favang
0.6955,0.3865,0.5183,-0.3336,-0.3524,-1.6043,0.9401,0.9433,0.6173,1.0062,-1.4485,7407,Favang
0.7264,0.3553,0.7395,-0.3094,-0.2407,-1.5782,1.0048,0.9598,0.8093,1.0062,-1.3352,7408,Favang
0.9428,0.9951,0.781,-0.2792,-0.3338,-1.5258,1.1018,1.0259,0.8733,1.0062,-1.2219,7409,Favang
0.7728,0.6362,0.8778,-0.243,-0.2221,-1.5913,1.0856,1.0424,0.2973,1.0062,-1.1086,7410,Favang
0.7573,0.9483,0.6427,0.319,-0.2035,-1.6567,1.021,1.0259,-0.4708,1.0062,-0.9952,7411,Favang
0.881,1.0264,0.7672,0.5184,-0.0546,-1.6698,1.0048,0.9763,0.7453,1.0062,-0.8819,7412,Favang
0.8964,0.7298,0.8363,0.1196,-0.3338,-1.5782,1.021,0.9763,0.6173,1.0062,-0.7686,7413,Favang
1.0046,1.0732,0.8916,0.3915,-0.2407,-1.6174,1.0048,0.9928,0.6813,1.0062,-0.6553,7414,Favang
0.8964,0.8703,0.9193,0.5123,-0.1756,-1.6567,1.021,0.9763,0.7453,1.0062,-0.5419,7415,Favang
0.9274,0.8391,0.8086,0.3069,-0.3803,-1.6305,0.9725,0.9598,0.2332,1.0062,-0.4286,7416,Favang
1.0046,1.3541,0.6427,0.3734,-0.3152,-1.5913,0.9886,0.9763,0.0412,1.0062,-0.3153,7417,Favang
0.2318,0.7142,-0.1593,1.026,1.0716,-1.7091,0.8593,0.8938,-1.3029,1.0062,-0.2019,7418,Favang
0.5564,0.683,0.4906,0.5788,-0.0081,-1.7091,0.7947,0.8112,0.0412,1.0062,-0.0886,7419,Favang
0.34,0.8235,0.0204,0.9112,0.3549,-1.6829,0.7624,0.7947,-1.1109,1.0062,0.0247,7420,Favang
0.6955,0.7923,0.6012,0.0773,-0.25,-1.5258,0.7785,0.7782,0.2332,1.0062,0.138,7421,Favang
0.4946,0.4957,0.38,-0.11,-0.1942,-1.4472,0.6654,0.7121,-0.0228,1.0062,0.2514,7422,Favang
0.3091,0.3865,0.0343,-0.8412,-0.4083,-1.4996,0.6007,0.6461,-0.2148,1.0062,0.3647,7423,Favang
0.2627,0.1368,0.1172,-0.1886,-0.3245,-1.6305,0.5038,0.5635,0.1692,1.0062,0.478,7424,Favang
0.51,0.2616,0.6012,-0.2007,-0.1197,-1.6436,0.5523,0.5635,0.3613,1.0062,0.5914,7425,Favang
0.4791,0.1524,0.7395,-0.3094,-0.25,-1.6174,0.6169,0.613,0.2973,1.0062,0.7047,7426,Favang
0.5564,0.1992,0.7672,-0.2067,-0.2035,-1.6567,0.5846,0.5965,0.2332,1.0062,0.818,7427,Favang
0.3245,0.8547,-0.1317,0.8386,-0.2128,-1.6829,0.5684,0.5965,-1.1109,1.0062,0.9313,7428,Favang
0.4173,0.8079,0.1172,-0.7022,-0.3803,-1.1068,0.5038,0.547,0.4893,1.0062,1.0447,7429,Favang
0.51,0.5426,0.3247,-0.8774,-0.371,-1.3425,0.4391,0.481,0.4893,1.0062,1.158,7430,Favang
0.6337,0.5113,0.6704,0.0954,-0.25,-1.6698,0.423,0.4644,0.2973,1.0062,1.2713,7431,Favang
0.4946,0.1992,0.7257,0.2586,-0.2687,-1.6174,0.3906,0.4149,0.2332,1.0062,1.3847,7432,Favang
0.7882,0.5269,1.0576,0.0894,-0.2594,-1.6305,0.4553,0.4479,0.2973,1.0062,1.498,7433,Favang
0.8655,0.5582,1.099,0.2646,-0.3524,-1.6567,0.4876,0.481,0.2332,1.0062,1.6113,7434,Favang
0.7728,0.4801,1.0161,-0.3578,-0.3524,-1.5389,0.4553,0.481,0.3613,1.0062,1.7246,7435,Favang
0.5718,0.605,0.3523,-0.6901,-0.3617,-1.4341,0.4553,0.481,0.1052,1.5089,-1.6752,7436,Favang
0.7573,0.7142,0.8363,-0.8412,-0.399,-1.4341,0.4391,0.4479,0.4253,1.5089,-1.5619,7437,Favang
0.3091,0.1368,0.1725,-0.6901,-0.0825,-1.552,0.4391,0.4644,-0.3428,1.5089,-1.4485,7438,Favang
-0.0464,-0.3158,0.1449,-0.1886,-0.2687,-1.5782,0.2613,0.3489,-0.0228,1.5089,-1.3352,7439,Favang
0.2009,-0.2378,0.6427,0.0592,-0.2035,-1.6436,0.1967,0.2663,-0.0228,1.5089,-1.2219,7440,Favang
0.3091,0.1524,0.4215,0.2465,-0.2594,-1.6436,0.2129,0.2498,-0.3428,1.5089,-1.1086,7441,Favang
0.7419,0.7923,0.9054,1.0018,-0.3152,-1.6436,0.2613,0.2993,-0.5988,1.5089,-0.9952,7442,Favang
0.68,0.7454,0.6289,0.609,-0.25,-1.6436,0.3583,0.3323,-0.2148,1.5089,-0.8819,7443,Favang
0.881,1.198,0.5321,0.6936,-0.3059,-1.6567,0.4876,0.4314,-0.7909,1.5089,-0.7686,7444,Favang
0.8192,1.2136,0.698,0.9655,0.2991,-1.696,0.5038,0.481,-1.1109,1.5089,-0.6553,7445,Favang
0.711,1.2449,0.2417,1.1831,-0.3617,-1.6698,0.5199,0.4975,-1.1749,1.5089,-0.5419,7446,Favang
0.4482,0.3397,0.0204,0.5184,-0.3245,-1.6174,0.5199,0.514,-0.9829,1.5089,-0.4286,7447,Favang
0.1545,0.0587,0.3108,-0.0919,-0.157,-1.6305,0.3422,0.4149,-0.0868,1.5089,-0.3153,7448,Favang
0.0308,-0.0817,0.2417,0.18,-0.1663,-1.6305,0.2452,0.2993,-0.3428,1.5089,-0.2019,7449,Favang
-0.0001,-0.2066,0.1034,0.5184,-0.3524,-1.6698,0.1321,0.2168,-0.7269,1.5089,-0.0886,7450,Favang
-0.2474,0.1524,-0.5327,0.7963,-0.3152,-1.6305,0.1482,0.2002,-1.3029,1.5089,0.0247,7451,Favang
-0.0619,0.1212,-0.1455,0.5546,-0.3059,-1.696,0.0836,0.1672,-0.7909,1.5089,0.138,7452,Favang
-0.4329,-0.0661,-0.6157,0.464,-0.3524,-1.6305,0.0351,0.1177,-1.0469,1.5089,0.2514,7453,Favang
-0.1701,-0.1441,-0.2976,0.2223,-0.3803,-1.552,0.0028,0.0847,-0.5988,1.5089,0.3647,7454,Favang
-0.4792,-0.0193,-1.0305,0.2827,-0.25,-1.5389,-0.0296,0.0516,-1.1749,1.5089,0.478,7455,Favang
-0.0774,0.1368,-0.187,0.4761,-0.3803,-1.6043,0.0028,0.0516,-0.7909,1.5089,0.5914,7456,Favang
0.1545,0.1992,0.1172,0.319,-0.3431,-1.552,0.0351,0.0847,-0.5988,1.5089,0.7047,7457,Favang
-0.1237,0.1836,-0.2285,-0.1161,-0.2594,-1.4211,0.0674,0.1177,-0.7909,1.5089,0.818,7458,Favang
-0.4483,0.0587,-0.8508,0.3492,-0.2035,-1.5258,-0.1427,-0.0144,-1.2389,1.5089,0.9313,7459,Favang
-0.402,-0.4251,-0.1732,0.6151,-0.1384,-1.6436,-0.272,-0.163,-0.6629,1.5089,1.0447,7460,Favang
-0.0619,-0.2534,0.0757,0.3432,-0.3059,-1.6043,-0.2235,-0.163,-0.7269,1.5089,1.158,7461,Favang
-0.1392,0.4645,-0.5327,1.2012,0.8575,-1.6698,-0.1265,-0.097,-1.3669,1.5089,1.2713,7462,Favang
-0.0928,0.4957,-0.6018,1.2677,0.8389,-1.6305,-0.0457,-0.0309,-1.4309,1.5089,1.3847,7463,Favang
-0.1701,0.3085,-0.6018,1.2374,-0.2128,-1.696,-0.0942,-0.0309,-1.3029,1.5089,1.498,7464,Favang
-1.1284,-1.5331,-1.1135,-0.6297,-0.3059,-1.3556,-1.7104,-1.6821,-0.9189,-1.5071,-1.6752,7465,Favang
-1.9013,-2.0794,-1.1412,-0.2974,-0.3431,-1.552,-1.6942,-1.6821,-1.4309,-1.5071,-1.5619,7466,Favang
-2.4887,-2.5476,-2.2336,-0.4605,-0.3524,-1.5651,-1.7427,-1.6821,-1.4309,-1.5071,-1.4485,7467,Favang
-3.1997,-3.2655,-2.5793,0.041,-0.3524,-1.6174,-1.872,-1.7482,-1.4309,-1.5071,-1.3352,7468,Favang
-3.246,-3.3435,-2.7038,0.0894,-0.3524,-1.5913,-1.9851,-1.7977,-1.4309,-1.5071,-1.2219,7469,Favang
-2.4268,-3.1406,-1.3624,-0.0436,-0.3524,-1.5127,-2.0013,-1.8308,-1.4309,-1.5071,-1.1086,7470,Favang
-1.9013,-1.8921,-1.5837,0.2827,-0.3524,-1.6567,-1.8559,-1.7812,-1.4309,-1.5071,-0.9952,7471,Favang
-2.4577,-2.5788,-1.7634,-0.0738,-0.3524,-1.6043,-1.872,-1.7647,-1.4309,-1.5071,-0.8819,7472,Favang
-2.5814,-3.1719,-1.7358,-0.0315,-0.3524,-1.5782,-1.969,-1.8142,-1.4309,-1.5071,-0.7686,7473,Favang
-1.824,-1.6268,-1.9017,0.18,-0.3524,-1.3818,-1.9043,-1.7977,-1.4309,-1.5071,-0.6553,7474,Favang
-1.4994,-1.3147,-1.4316,-0.1282,-0.3524,-1.552,-1.7912,-1.7482,-1.1109,-1.5071,-0.5419,7475,Favang
-1.824,-1.8297,-1.6943,-0.3094,-0.3524,-1.5258,-1.7589,-1.7152,-1.4309,-1.5071,-0.4286,7476,Favang
-2.0868,-2.2354,-1.5422,-0.0013,-0.3524,-1.6043,-1.7912,-1.7317,-1.4309,-1.5071,-0.3153,7477,Favang
-1.994,-2.2198,-1.2794,-0.2067,-0.3524,-1.6305,-1.8235,-1.7482,-1.4309,-1.5071,-0.2019,7478,Favang
-2.1022,-2.5788,-1.4039,-0.2007,-0.3524,-1.6436,-1.8397,-1.7647,-1.4309,-1.5071,-0.0886,7479,Favang
-1.9322,-2.4539,-1.6805,0.4157,-0.3524,-1.5651,-1.8559,-1.7647,-1.4309,-1.5071,0.0247,7480,Favang
-1.3139,-0.8464,-1.7081,0.7661,-0.0453,-1.5782,-1.7427,-1.7317,-1.3029,-1.5071,0.138,7481,Favang
-1.3139,-1.143,-0.8922,0.0592,-0.3524,-1.5782,-1.7104,-1.6987,-0.9829,-1.5071,0.2514,7482,Favang
-1.5458,-1.3771,-1.1412,0.2706,-0.3524,-1.5913,-1.6781,-1.6821,-1.1109,-1.5071,0.3647,7483,Favang
-1.5303,-1.7204,-0.6572,0.0289,-0.3524,-1.5782,-1.6781,-1.6821,-0.9829,-1.5071,0.478,7484,Favang
-1.5921,-1.9077,-1.0305,-0.2611,-0.3524,-1.6305,-1.6781,-1.6821,-0.9829,-1.5071,0.5914,7485,Favang
-1.4994,-1.2834,-1.3486,-0.0617,-0.3524,-1.5913,-1.6781,-1.6821,-1.1109,-1.5071,0.7047,7486,Favang
-1.6076,-1.8141,-0.9061,-0.249,-0.3524,-1.5913,-1.6781,-1.6821,-0.9829,-1.5071,0.818,7487,Favang
-1.4221,-1.4395,-0.9476,0.3855,-0.3524,-1.6436,-1.6781,-1.6821,-1.1109,-1.5071,0.9313,7488,Favang
-0.8657,-1.3303,-0.2147,-0.4847,-0.3431,-1.3949,-1.6619,-1.6656,-0.7269,-1.5071,1.0447,7489,Favang
-0.8966,-0.5187,-1.1273,-1.6025,-0.3524,-1.3556,-1.6619,-1.6491,-0.5348,-1.5071,1.158,7490,Favang
-1.113,-1.1274,-0.7954,-0.6237,-0.3524,-1.6043,-1.6458,-1.6491,-0.9829,-1.5071,1.2713,7491,Favang
