,time,instant_air_temperature,instant_air_pressure_at_sea_level,instant_relative_humidity,next_6_hours_air_temperature_max,next_6_hours_air_temperature_min,next_6_hours_precipitation_amount
0,2024-05-07T10:00:00Z,13.7,1022.2,68.7,15.0,13.7,0.0
1,2024-05-07T11:00:00Z,14.4,1022.2,66.8,15.0,13.0,0.0
2,2024-05-07T12:00:00Z,14.9,1022.1,64.8,15.0,12.3,0.0
3,2024-05-07T13:00:00Z,15.0,1022.1,62.8,14.8,11.8,0.0
4,2024-05-07T14:00:00Z,14.8,1022.2,62.4,14.3,11.1,0.0
5,2024-05-07T15:00:00Z,14.3,1022.2,62.8,13.7,10.5,0.0
6,2024-05-07T16:00:00Z,13.7,1022.1,60.4,13.0,10.0,0.0
7,2024-05-07T17:00:00Z,13.0,1022.2,60.1,12.3,9.3,0.0
8,2024-05-07T18:00:00Z,12.3,1022.4,63.4,11.8,9.0,0.0
9,2024-05-07T19:00:00Z,11.8,1022.5,65.9,11.1,8.6,0.0
10,2024-05-07T20:00:00Z,11.1,1022.5,76.7,10.5,8.6,0.0
11,2024-05-07T21:00:00Z,10.5,1022.5,84.0,10.0,8.6,0.0
12,2024-05-07T22:00:00Z,10.0,1022.7,88.8,9.3,8.6,0.0
13,2024-05-07T23:00:00Z,9.3,1022.7,94.4,9.4,8.6,0.0
14,2024-05-08T00:00:00Z,9.0,1022.7,96.5,10.5,8.6,0.0
15,2024-05-08T01:00:00Z,8.6,1022.9,97.9,12.0,8.7,0.0
16,2024-05-08T02:00:00Z,8.7,1023.0,98.7,13.4,8.7,0.0
17,2024-05-08T03:00:00Z,8.7,1023.0,99.3,14.7,8.8,0.0
18,2024-05-08T04:00:00Z,8.8,1023.2,99.5,15.6,9.4,0.0
19,2024-05-08T05:00:00Z,9.4,1023.5,98.3,16.5,10.5,0.0
20,2024-05-08T06:00:00Z,10.5,1023.8,86.8,16.9,12.0,0.0
21,2024-05-08T07:00:00Z,12.0,1023.9,77.0,16.9,13.4,0.0
